,sentence_num,t_i-2,t_i-1,t_i,t_i+1,t_i+2,w_i-2,w_i-1,w_i,w_i+1,w_i+2,"t_i-2,i-1","t_i-1,i+1","t_i+1,i+2",tag_prediction
427794,19723,V,DET,ADJ,.,end,are,so,available,.,,V_DET,DET_.,._end,ADJ
427795,19723,DET,ADJ,.,end,end,so,available,.,,,DET_ADJ,ADJ_end,end_end,.
431805,19918,start,start,DET,P,DET,,,Many,of,the,start_start,start_P,P_DET,DET
431806,19918,start,DET,P,DET,N,,Many,of,the,features,start_DET,DET_DET,DET_N,P
431807,19918,DET,P,DET,N,P,Many,of,the,features,of,DET_P,P_N,N_P,DET
431808,19918,P,DET,N,P,DET,of,the,features,of,the,P_DET,DET_P,P_DET,N
431809,19918,DET,N,P,DET,N,the,features,of,the,homes,DET_N,N_DET,DET_N,P
431810,19918,N,P,DET,N,V,features,of,the,homes,are,N_P,P_N,N_V,DET
431811,19918,P,DET,N,V,DET,of,the,homes,are,the,P_DET,DET_V,V_DET,N
431812,19918,DET,N,V,DET,ADJ,the,homes,are,the,latest,DET_N,N_DET,DET_ADJ,V
431813,19918,N,V,DET,ADJ,ADJ,homes,are,the,latest,modern,N_V,V_ADJ,ADJ_ADJ,DET
431814,19918,V,DET,ADJ,ADJ,N,are,the,latest,modern,devices,V_DET,DET_ADJ,ADJ_N,ADJ
431815,19918,DET,ADJ,ADJ,N,P,the,latest,modern,devices,in,DET_ADJ,ADJ_N,N_P,ADJ
431816,19918,ADJ,ADJ,N,P,ADJ,latest,modern,devices,in,American,ADJ_ADJ,ADJ_P,P_ADJ,N
431817,19918,ADJ,N,P,ADJ,N,modern,devices,in,American,homes,ADJ_N,N_ADJ,ADJ_N,P
431818,19918,N,P,ADJ,N,",",devices,in,American,homes,",",N_P,P_N,"N_,",ADJ
431819,19918,P,ADJ,N,",",CNJ,in,American,homes,",",but,P_ADJ,"ADJ_,",",_CNJ",N
431820,19918,ADJ,N,",",CNJ,DET,American,homes,",",but,an,ADJ_N,N_CNJ,CNJ_DET,","
431821,19918,N,",",CNJ,DET,ADJ,homes,",",but,an,interesting,"N_,",",_DET",DET_ADJ,CNJ
431822,19918,",",CNJ,DET,ADJ,N,",",but,an,interesting,blend,",_CNJ",CNJ_ADJ,ADJ_N,DET
431823,19918,CNJ,DET,ADJ,N,P,but,an,interesting,blend,of,CNJ_DET,DET_N,N_P,ADJ
431824,19918,DET,ADJ,N,P,N,an,interesting,blend,of,cultures,DET_ADJ,ADJ_P,P_N,N
431825,19918,ADJ,N,P,N,VBZ,interesting,blend,of,cultures,finds,ADJ_N,N_N,N_VBZ,P
431826,19918,N,P,N,VBZ,PRO,blend,of,cultures,finds,us,N_P,P_VBZ,VBZ_PRO,N
431827,19918,P,N,VBZ,PRO,VG,of,cultures,finds,us,using,P_N,N_PRO,PRO_VG,P
431828,19918,N,VBZ,PRO,VG,ADJ,cultures,finds,us,using,Japanese,N_VBZ,VBZ_VG,VG_ADJ,PRO
431829,19918,VBZ,PRO,VG,ADJ,N,finds,us,using,Japanese,artfulness,VBZ_PRO,PRO_ADJ,ADJ_N,ADJ
431830,19918,PRO,VG,ADJ,N,P,us,using,Japanese,artfulness,in,PRO_VG,VG_N,N_P,ADJ
431831,19918,VG,ADJ,N,P,PRO,using,Japanese,artfulness,in,our,VG_ADJ,ADJ_P,P_PRO,N
431832,19918,ADJ,N,P,PRO,ADJ,Japanese,artfulness,in,our,own,ADJ_N,N_PRO,PRO_ADJ,P
431833,19918,N,P,PRO,ADJ,ADJ,artfulness,in,our,own,Western,N_P,P_ADJ,ADJ_ADJ,PRO
431834,19918,P,PRO,ADJ,ADJ,N,in,our,own,Western,architecture,P_PRO,PRO_ADJ,ADJ_N,ADJ
431835,19918,PRO,ADJ,ADJ,N,P,our,own,Western,architecture,at,PRO_ADJ,ADJ_N,N_P,ADJ
431836,19918,ADJ,ADJ,N,P,DET,own,Western,architecture,at,the,ADJ_ADJ,ADJ_P,P_DET,N
431837,19918,ADJ,N,P,DET,DET,Western,architecture,at,the,same,ADJ_N,N_DET,DET_DET,P
431838,19918,N,P,DET,DET,N,architecture,at,the,same,time,N_P,P_DET,DET_N,DET
431839,19918,P,DET,DET,N,CNJ,at,the,same,time,that,P_DET,DET_N,N_CNJ,DET
431840,19918,DET,DET,N,CNJ,DET,the,same,time,that,the,DET_DET,DET_CNJ,CNJ_DET,N
431841,19918,DET,N,CNJ,DET,NP,same,time,that,the,Japanese,DET_N,N_DET,DET_NP,CNJ
431842,19918,N,CNJ,DET,NP,V,time,that,the,Japanese,are,N_CNJ,CNJ_NP,NP_V,DET
431843,19918,CNJ,DET,NP,V,VG,that,the,Japanese,are,adopting,CNJ_DET,DET_V,V_VG,NP
431844,19918,DET,NP,V,VG,ADJ,the,Japanese,are,adopting,Western,DET_NP,NP_VG,VG_ADJ,N
431845,19918,NP,V,VG,ADJ,N,Japanese,are,adopting,Western,utility,NP_V,V_ADJ,ADJ_N,DET
431846,19918,V,VG,ADJ,N,N,are,adopting,Western,utility,patterns,V_VG,VG_N,N_N,ADJ
431847,19918,VG,ADJ,N,N,.,adopting,Western,utility,patterns,.,VG_ADJ,ADJ_N,N_.,N
431848,19918,ADJ,N,N,.,end,Western,utility,patterns,.,,ADJ_N,N_.,._end,N
431849,19918,N,N,.,end,end,utility,patterns,.,,,N_N,N_end,end_end,.
446050,20537,start,start,P,N,",",,,for,example,",",start_start,start_N,"N_,",P
446051,20537,start,P,N,",",DET,,for,example,",",the,start_P,"P_,",",_DET",N
446052,20537,P,N,",",DET,N,for,example,",",the,mode,P_N,N_DET,DET_N,","
446053,20537,N,",",DET,N,P,example,",",the,mode,of,"N_,",",_N",N_P,DET
446054,20537,",",DET,N,P,N,",",the,mode,of,bravery,",_DET",DET_P,P_N,N
446055,20537,DET,N,P,N,P,the,mode,of,bravery,to,DET_N,N_N,N_P,P
446056,20537,N,P,N,P,DET,mode,of,bravery,to,this,N_P,P_P,P_DET,N
446057,20537,P,N,P,DET,ADJ,of,bravery,to,this,anonymous,P_N,N_DET,DET_ADJ,P
446058,20537,N,P,DET,ADJ,N,bravery,to,this,anonymous,folk,N_P,P_ADJ,ADJ_N,DET
446059,20537,P,DET,ADJ,N,N,to,this,anonymous,folk,poem,P_DET,DET_N,N_N,ADJ
446060,20537,DET,ADJ,N,N,:,this,anonymous,folk,poem,:,DET_ADJ,ADJ_N,N_:,N
446061,20537,ADJ,N,N,:,``,anonymous,folk,poem,:,``,ADJ_N,N_:,:_``,N
446062,20537,N,N,:,``,PRO,folk,poem,:,``,They,N_N,N_``,``_PRO,P
446063,20537,N,:,``,PRO,VD,poem,:,``,They,brought,N_:,:_PRO,PRO_VD,``
446064,20537,:,``,PRO,VD,PRO,:,``,They,brought,me,:_``,``_VD,VD_PRO,PRO
446065,20537,``,PRO,VD,PRO,N,``,They,brought,me,news,``_PRO,PRO_PRO,PRO_N,VD
446066,20537,PRO,VD,PRO,N,CNJ,They,brought,me,news,that,PRO_VD,VD_N,N_CNJ,PRO
446067,20537,VD,PRO,N,CNJ,N,brought,me,news,that,Spring,VD_PRO,PRO_CNJ,CNJ_N,N
446068,20537,PRO,N,CNJ,N,V,me,news,that,Spring,is,PRO_N,N_N,N_V,DET
446069,20537,N,CNJ,N,V,P,news,that,Spring,is,in,N_CNJ,CNJ_V,V_P,N
446070,20537,CNJ,N,V,P,DET,that,Spring,is,in,the,CNJ_N,N_P,P_DET,V
446071,20537,N,V,P,DET,N,Spring,is,in,the,plains,N_V,V_DET,DET_N,P
446072,20537,V,P,DET,N,CNJ,is,in,the,plains,And,V_P,P_N,N_CNJ,DET
446073,20537,P,DET,N,CNJ,NP,in,the,plains,And,Ahmad's,P_DET,DET_CNJ,CNJ_NP,N
446074,20537,DET,N,CNJ,NP,N,the,plains,And,Ahmad's,blood,DET_N,N_NP,NP_N,CNJ
446075,20537,N,CNJ,NP,N,DET,plains,And,Ahmad's,blood,the,N_CNJ,CNJ_N,N_DET,DET
446076,20537,CNJ,NP,N,DET,ADJ,And,Ahmad's,blood,the,crimson,CNJ_NP,NP_DET,DET_ADJ,N
446077,20537,NP,N,DET,ADJ,N,Ahmad's,blood,the,crimson,tulip,NP_N,N_ADJ,ADJ_N,P
446078,20537,N,DET,ADJ,N,VBZ,blood,the,crimson,tulip,stains,N_DET,DET_N,N_VBZ,N
446079,20537,DET,ADJ,N,VBZ,.,the,crimson,tulip,stains,;,DET_ADJ,ADJ_VBZ,VBZ_.,N
446080,20537,ADJ,N,VBZ,.,.,crimson,tulip,stains,;,;,ADJ_N,N_.,._.,N
446081,20537,N,VBZ,.,.,end,tulip,stains,;,;,,N_VBZ,VBZ_.,._end,.
446082,20537,VBZ,.,.,end,end,stains,;,;,,,VBZ_.,._end,end_end,.
514847,23406,start,start,CNJ,PRO,V,,,but,they,are,start_start,start_PRO,PRO_V,CNJ
514848,23406,start,CNJ,PRO,V,ADJ,,but,they,are,important,start_CNJ,CNJ_V,V_ADJ,PRO
514849,23406,CNJ,PRO,V,ADJ,N,but,they,are,important,foundation,CNJ_PRO,PRO_ADJ,ADJ_N,V
514850,23406,PRO,V,ADJ,N,N,they,are,important,foundation,stones,PRO_V,V_N,N_N,ADJ
514851,23406,V,ADJ,N,N,P,are,important,foundation,stones,for,V_ADJ,ADJ_N,N_P,N
514852,23406,ADJ,N,N,P,DET,important,foundation,stones,for,more,ADJ_N,N_P,P_DET,N
514853,23406,N,N,P,DET,ADJ,foundation,stones,for,more,extensive,N_N,N_DET,DET_ADJ,P
514854,23406,N,P,DET,ADJ,N,stones,for,more,extensive,exploration,N_P,P_ADJ,ADJ_N,DET
514855,23406,P,DET,ADJ,N,P,for,more,extensive,exploration,of,P_DET,DET_N,N_P,ADJ
514856,23406,DET,ADJ,N,P,ADJ,more,extensive,exploration,of,outer,DET_ADJ,ADJ_P,P_ADJ,N
514857,23406,ADJ,N,P,ADJ,N,extensive,exploration,of,outer,space,ADJ_N,N_ADJ,ADJ_N,P
514858,23406,N,P,ADJ,N,P,exploration,of,outer,space,for,N_P,P_N,N_P,ADJ
514859,23406,P,ADJ,N,P,DET,of,outer,space,for,the,P_ADJ,ADJ_P,P_DET,N
514860,23406,ADJ,N,P,DET,ADJ,outer,space,for,the,ultimate,ADJ_N,N_DET,DET_ADJ,P
514861,23406,N,P,DET,ADJ,N,space,for,the,ultimate,benefit,N_P,P_ADJ,ADJ_N,DET
514862,23406,P,DET,ADJ,N,P,for,the,ultimate,benefit,of,P_DET,DET_N,N_P,ADJ
514863,23406,DET,ADJ,N,P,DET,the,ultimate,benefit,of,all,DET_ADJ,ADJ_P,P_DET,N
514864,23406,ADJ,N,P,DET,N,ultimate,benefit,of,all,mankind,ADJ_N,N_DET,DET_N,P
514865,23406,N,P,DET,N,.,benefit,of,all,mankind,.,N_P,P_N,N_.,DET
514866,23406,P,DET,N,.,end,of,all,mankind,.,,P_DET,DET_.,._end,N
514867,23406,DET,N,.,end,end,all,mankind,.,,,DET_N,N_end,end_end,.
590006,26512,start,start,PRO,ADJ,N,,,His,later,boastings,start_start,start_ADJ,ADJ_N,PRO
590007,26512,start,PRO,ADJ,N,P,,His,later,boastings,of,start_PRO,PRO_N,N_P,ADJ
590008,26512,PRO,ADJ,N,P,PRO,His,later,boastings,of,his,PRO_ADJ,ADJ_P,P_PRO,N
590009,26512,ADJ,N,P,PRO,N,later,boastings,of,his,skill,ADJ_N,N_PRO,PRO_N,P
590010,26512,N,P,PRO,N,P,boastings,of,his,skill,with,N_P,P_N,N_P,PRO
590011,26512,P,PRO,N,P,DET,of,his,skill,with,the,P_PRO,PRO_P,P_DET,N
590012,26512,PRO,N,P,DET,ADJ,his,skill,with,the,small,PRO_N,N_DET,DET_ADJ,P
590013,26512,N,P,DET,ADJ,N,skill,with,the,small,sword,N_P,P_ADJ,ADJ_N,DET
590014,26512,P,DET,ADJ,N,V,with,the,small,sword,are,P_DET,DET_N,N_V,ADJ
590015,26512,DET,ADJ,N,V,ADJ,the,small,sword,are,indicative,DET_ADJ,ADJ_V,V_ADJ,N
590016,26512,ADJ,N,V,ADJ,P,small,sword,are,indicative,of,ADJ_N,N_ADJ,ADJ_P,V
590017,26512,N,V,ADJ,P,DET,sword,are,indicative,of,much,N_V,V_P,P_DET,ADJ
590018,26512,V,ADJ,P,DET,N,are,indicative,of,much,time,V_ADJ,ADJ_DET,DET_N,P
590019,26512,ADJ,P,DET,N,CNJ,indicative,of,much,time,and,ADJ_P,P_N,N_CNJ,DET
590020,26512,P,DET,N,CNJ,N,of,much,time,and,practice,P_DET,DET_CNJ,CNJ_N,N
590021,26512,DET,N,CNJ,N,VN,much,time,and,practice,devoted,DET_N,N_N,N_VN,CNJ
590022,26512,N,CNJ,N,VN,P,time,and,practice,devoted,to,N_CNJ,CNJ_VN,VN_P,N
590023,26512,CNJ,N,VN,P,DET,and,practice,devoted,to,the,CNJ_N,N_P,P_DET,VD
590024,26512,N,VN,P,DET,N,practice,devoted,to,the,use,N_VN,VN_DET,DET_N,P
590025,26512,VN,P,DET,N,P,devoted,to,the,use,of,VN_P,P_N,N_P,DET
590026,26512,P,DET,N,P,DET,to,the,use,of,that,P_DET,DET_P,P_DET,N
590027,26512,DET,N,P,DET,N,the,use,of,that,weapon,DET_N,N_DET,DET_N,P
590028,26512,N,P,DET,N,.,use,of,that,weapon,.,N_P,P_N,N_.,DET
590029,26512,P,DET,N,.,end,of,that,weapon,.,,P_DET,DET_.,._end,N
590030,26512,DET,N,.,end,end,that,weapon,.,,,DET_N,N_end,end_end,.
637665,28502,start,start,ADJ,N,V,,,Military,experts,say,start_start,start_N,N_V,ADJ
637666,28502,start,ADJ,N,V,DET,,Military,experts,say,a,start_ADJ,ADJ_V,V_DET,N
637667,28502,ADJ,N,V,DET,ADJ,Military,experts,say,a,tight,ADJ_N,N_DET,DET_ADJ,V
637668,28502,N,V,DET,ADJ,ADJ,experts,say,a,tight,naval,N_V,V_ADJ,ADJ_ADJ,DET
637669,28502,V,DET,ADJ,ADJ,N,say,a,tight,naval,blockade,V_DET,DET_ADJ,ADJ_N,ADJ
637670,28502,DET,ADJ,ADJ,N,P,a,tight,naval,blockade,off,DET_ADJ,ADJ_N,N_P,ADJ
637671,28502,ADJ,ADJ,N,P,ADJ,tight,naval,blockade,off,Cuban,ADJ_ADJ,ADJ_P,P_ADJ,N
637672,28502,ADJ,N,P,ADJ,N,naval,blockade,off,Cuban,ports,ADJ_N,N_ADJ,ADJ_N,P
637673,28502,N,P,ADJ,N,CNJ,blockade,off,Cuban,ports,and,N_P,P_N,N_CNJ,ADJ
637674,28502,P,ADJ,N,CNJ,P,off,Cuban,ports,and,at,P_ADJ,ADJ_CNJ,CNJ_P,N
637675,28502,ADJ,N,CNJ,P,DET,Cuban,ports,and,at,the,ADJ_N,N_P,P_DET,CNJ
637676,28502,N,CNJ,P,DET,N,ports,and,at,the,approaches,N_CNJ,CNJ_DET,DET_N,P
637677,28502,CNJ,P,DET,N,P,and,at,the,approaches,to,CNJ_P,P_N,N_P,DET
637678,28502,P,DET,N,P,ADJ,at,the,approaches,to,Cuban,P_DET,DET_P,P_ADJ,N
637679,28502,DET,N,P,ADJ,N,the,approaches,to,Cuban,waters,DET_N,N_ADJ,ADJ_N,P
637680,28502,N,P,ADJ,N,MOD,approaches,to,Cuban,waters,would,N_P,P_N,N_MOD,ADJ
637681,28502,P,ADJ,N,MOD,V,to,Cuban,waters,would,require,P_ADJ,ADJ_MOD,MOD_V,N
637682,28502,ADJ,N,MOD,V,NUM,Cuban,waters,would,require,two,ADJ_N,N_V,V_NUM,MOD
637683,28502,N,MOD,V,NUM,ADJ,waters,would,require,two,naval,N_MOD,MOD_NUM,NUM_ADJ,V
637684,28502,MOD,V,NUM,ADJ,N,would,require,two,naval,task,MOD_V,V_ADJ,ADJ_N,DET
637685,28502,V,NUM,ADJ,N,N,require,two,naval,task,forces,V_NUM,NUM_N,N_N,ADJ
637686,28502,NUM,ADJ,N,N,",",two,naval,task,forces,",",NUM_ADJ,ADJ_N,"N_,",N
637687,28502,ADJ,N,N,",",DET,naval,task,forces,",",each,ADJ_N,"N_,",",_DET",N
637688,28502,N,N,",",DET,VN,task,forces,",",each,built,N_N,N_DET,DET_VN,","
637689,28502,N,",",DET,VN,P,forces,",",each,built,around,"N_,",",_VN",VN_P,DET
637690,28502,",",DET,VN,P,DET,",",each,built,around,an,",_DET",DET_P,P_DET,VN
637691,28502,DET,VN,P,DET,N,each,built,around,an,aircraft,DET_VN,VN_DET,DET_N,P
637692,28502,VN,P,DET,N,N,built,around,an,aircraft,carrier,VN_P,P_N,N_N,DET
637693,28502,P,DET,N,N,P,around,an,aircraft,carrier,with,P_DET,DET_N,N_P,N
637694,28502,DET,N,N,P,DET,an,aircraft,carrier,with,a,DET_N,N_P,P_DET,N
637695,28502,N,N,P,DET,N,aircraft,carrier,with,a,complement,N_N,N_DET,DET_N,P
637696,28502,N,P,DET,N,P,carrier,with,a,complement,of,N_P,P_N,N_P,DET
637697,28502,P,DET,N,P,ADV,with,a,complement,of,about,P_DET,DET_P,P_ADV,N
637698,28502,DET,N,P,ADV,NUM,a,complement,of,about,100,DET_N,N_ADV,ADV_NUM,P
637699,28502,N,P,ADV,NUM,N,complement,of,about,100,planes,N_P,P_NUM,NUM_N,P
637700,28502,P,ADV,NUM,N,CNJ,of,about,100,planes,and,P_ADV,ADV_N,N_CNJ,NUM
637701,28502,ADV,NUM,N,CNJ,DET,about,100,planes,and,several,ADV_NUM,NUM_CNJ,CNJ_DET,N
637702,28502,NUM,N,CNJ,DET,N,100,planes,and,several,destroyers,NUM_N,N_DET,DET_N,P
637703,28502,N,CNJ,DET,N,.,planes,and,several,destroyers,.,N_CNJ,CNJ_N,N_.,DET
637704,28502,CNJ,DET,N,.,end,and,several,destroyers,.,,CNJ_DET,DET_.,._end,N
637705,28502,DET,N,.,end,end,several,destroyers,.,,,DET_N,N_end,end_end,.
695417,30922,start,start,DET,N,N,,,The,air,conditioning,start_start,start_N,N_N,DET
695418,30922,start,DET,N,N,CNJ,,The,air,conditioning,and,start_DET,DET_N,N_CNJ,N
695419,30922,DET,N,N,CNJ,VG,The,air,conditioning,and,ventilating,DET_N,N_CNJ,CNJ_VG,N
695420,30922,N,N,CNJ,VG,N,air,conditioning,and,ventilating,systems,N_N,N_VG,VG_N,CNJ
695421,30922,N,CNJ,VG,N,P,conditioning,and,ventilating,systems,of,N_CNJ,CNJ_N,N_P,N
695422,30922,CNJ,VG,N,P,ADJ,and,ventilating,systems,of,large,CNJ_VG,VG_P,P_ADJ,N
695423,30922,VG,N,P,ADJ,N,ventilating,systems,of,large,buildings,VG_N,N_ADJ,ADJ_N,P
695424,30922,N,P,ADJ,N,V,systems,of,large,buildings,are,N_P,P_N,N_V,ADJ
695425,30922,P,ADJ,N,V,ADJ,of,large,buildings,are,subject,P_ADJ,ADJ_V,V_ADJ,N
695426,30922,ADJ,N,V,ADJ,P,large,buildings,are,subject,to,ADJ_N,N_ADJ,ADJ_P,V
695427,30922,N,V,ADJ,P,N,buildings,are,subject,to,attack,N_V,V_P,P_N,N
695428,30922,V,ADJ,P,N,.,are,subject,to,attack,.,V_ADJ,ADJ_N,N_.,P
695429,30922,ADJ,P,N,.,end,subject,to,attack,.,,ADJ_P,P_.,._end,N
695430,30922,P,N,.,end,end,to,attack,.,,,P_N,N_end,end_end,.
869069,38449,start,start,PRO,V,DET,,,He,was,no,start_start,start_V,V_DET,PRO
869070,38449,start,PRO,V,DET,ADV,,He,was,no,longer,start_PRO,PRO_DET,DET_ADV,V
869071,38449,PRO,V,DET,ADV,VN,He,was,no,longer,worried,PRO_V,V_ADV,ADV_VN,DET
869072,38449,V,DET,ADV,VN,.,was,no,longer,worried,.,V_DET,DET_VN,VN_.,N
869073,38449,DET,ADV,VN,.,end,no,longer,worried,.,,DET_ADV,ADV_.,._end,VN
869074,38449,ADV,VN,.,end,end,longer,worried,.,,,ADV_VN,VN_end,end_end,.
922707,41796,start,start,NP,VD,P,,,Alex,returned,to,start_start,start_VD,VD_P,NP
922708,41796,start,NP,VD,P,DET,,Alex,returned,to,the,start_NP,NP_P,P_DET,VD
922709,41796,NP,VD,P,DET,N,Alex,returned,to,the,hotel,NP_VD,VD_DET,DET_N,P
922710,41796,VD,P,DET,N,",",returned,to,the,hotel,",",VD_P,P_N,"N_,",DET
922711,41796,P,DET,N,",",DET,to,the,hotel,",",rather,P_DET,"DET_,",",_DET",N
922712,41796,DET,N,",",DET,ADJ,the,hotel,",",rather,weary,DET_N,N_DET,DET_ADJ,","
922713,41796,N,",",DET,ADJ,CNJ,hotel,",",rather,weary,and,"N_,",",_ADJ",ADJ_CNJ,DET
922714,41796,",",DET,ADJ,CNJ,P,",",rather,weary,and,with,",_DET",DET_CNJ,CNJ_P,ADJ
922715,41796,DET,ADJ,CNJ,P,ADV,rather,weary,and,with,no,DET_ADJ,ADJ_P,P_ADV,CNJ
922716,41796,ADJ,CNJ,P,ADV,ADJ,weary,and,with,no,new,ADJ_CNJ,CNJ_ADV,ADV_ADJ,P
922717,41796,CNJ,P,ADV,ADJ,N,and,with,no,new,prospects,CNJ_P,P_ADJ,ADJ_N,DET
922718,41796,P,ADV,ADJ,N,P,with,no,new,prospects,of,P_ADV,ADV_N,N_P,ADJ
922719,41796,ADV,ADJ,N,P,DET,no,new,prospects,of,a,ADV_ADJ,ADJ_P,P_DET,N
922720,41796,ADJ,N,P,DET,N,new,prospects,of,a,role,ADJ_N,N_DET,DET_N,P
922721,41796,N,P,DET,N,",",prospects,of,a,role,",",N_P,P_N,"N_,",DET
922722,41796,P,DET,N,",",P,of,a,role,",",in,P_DET,"DET_,",",_P",N
922723,41796,DET,N,",",P,DET,a,role,",",in,the,DET_N,N_P,P_DET,","
922724,41796,N,",",P,DET,ADJ,role,",",in,the,late,"N_,",",_DET",DET_ADJ,P
922725,41796,",",P,DET,ADJ,N,",",in,the,late,afternoon,",_P",P_ADJ,ADJ_N,DET
922726,41796,P,DET,ADJ,N,",",in,the,late,afternoon,",",P_DET,DET_N,"N_,",ADJ
922727,41796,DET,ADJ,N,",",CNJ,the,late,afternoon,",",but,DET_ADJ,"ADJ_,",",_CNJ",N
922728,41796,ADJ,N,",",CNJ,VD,late,afternoon,",",but,found,ADJ_N,N_CNJ,CNJ_VD,","
922729,41796,N,",",CNJ,VD,DET,afternoon,",",but,found,the,"N_,",",_VD",VD_DET,CNJ
922730,41796,",",CNJ,VD,DET,N,",",but,found,the,doctor,",_CNJ",CNJ_DET,DET_N,VD
922731,41796,CNJ,VD,DET,N,P,but,found,the,doctor,in,CNJ_VD,VD_N,N_P,DET
922732,41796,VD,DET,N,P,DET,found,the,doctor,in,an,VD_DET,DET_P,P_DET,N
922733,41796,DET,N,P,DET,ADJ,the,doctor,in,an,ebullient,DET_N,N_DET,DET_ADJ,P
922734,41796,N,P,DET,ADJ,N,doctor,in,an,ebullient,mood,N_P,P_ADJ,ADJ_N,DET
922735,41796,P,DET,ADJ,N,.,in,an,ebullient,mood,.,P_DET,DET_N,N_.,ADJ
922736,41796,DET,ADJ,N,.,end,an,ebullient,mood,.,,DET_ADJ,ADJ_.,._end,N
922737,41796,ADJ,N,.,end,end,ebullient,mood,.,,,ADJ_N,N_end,end_end,.
1042709,49868,start,start,PRO,N,V,,,Her,eyes,had,start_start,start_N,N_V,PRO
1042710,49868,start,PRO,N,V,VN,,Her,eyes,had,opened,start_PRO,PRO_V,V_VN,N
1042711,49868,PRO,N,V,VN,",",Her,eyes,had,opened,",",PRO_N,N_VN,"VN_,",V
1042712,49868,N,V,VN,",",PRO,eyes,had,opened,",",she,N_V,"V_,",",_PRO",VN
1042713,49868,V,VN,",",PRO,V,had,opened,",",she,had,V_VN,VN_PRO,PRO_V,","
1042714,49868,VN,",",PRO,V,VN,opened,",",she,had,caught,"VN_,",",_V",V_VN,PRO
1042715,49868,",",PRO,V,VN,DET,",",she,had,caught,a,",_PRO",PRO_VN,VN_DET,V
1042716,49868,PRO,V,VN,DET,N,she,had,caught,a,glimpse,PRO_V,V_DET,DET_N,VN
1042717,49868,V,VN,DET,N,P,had,caught,a,glimpse,of,V_VN,VN_N,N_P,DET
1042718,49868,VN,DET,N,P,DET,caught,a,glimpse,of,a,VN_DET,DET_P,P_DET,N
1042719,49868,DET,N,P,DET,ADJ,a,glimpse,of,a,new,DET_N,N_DET,DET_ADJ,P
1042720,49868,N,P,DET,ADJ,N,glimpse,of,a,new,faith,N_P,P_ADJ,ADJ_N,DET
1042721,49868,P,DET,ADJ,N,.,of,a,new,faith,.,P_DET,DET_N,N_.,ADJ
1042722,49868,DET,ADJ,N,.,end,a,new,faith,.,,DET_ADJ,ADJ_.,._end,N
1042723,49868,ADJ,N,.,end,end,new,faith,.,,,ADJ_N,N_end,end_end,.
