,sentence_num,t_i-2,t_i-1,t_i,t_i+1,t_i+2,w_i-2,w_i-1,w_i,w_i+1,w_i+2,"t_i-2,i-1","t_i-1,i+1","t_i+1,i+2",tag_prediction
213018,9659,P,PRO,ADJ,ADJ,N,of,its,own,mild,ventures,P_PRO,PRO_ADJ,ADJ_N,ADJ
213019,9659,PRO,ADJ,ADJ,N,P,its,own,mild,ventures,into,PRO_ADJ,ADJ_N,N_P,ADJ
213020,9659,ADJ,ADJ,N,P,N,own,mild,ventures,into,iconoclasm,ADJ_ADJ,ADJ_P,P_N,N
213021,9659,ADJ,N,P,N,",",mild,ventures,into,iconoclasm,",",ADJ_N,N_N,"N_,",P
213022,9659,N,P,N,",",CNJ,ventures,into,iconoclasm,",",and,N_P,"P_,",",_CNJ",N
213023,9659,P,N,",",CNJ,DET,into,iconoclasm,",",and,quite,P_N,N_CNJ,CNJ_DET,","
213024,9659,N,",",CNJ,DET,VN,iconoclasm,",",and,quite,prepared,"N_,",",_DET",DET_VN,CNJ
213025,9659,",",CNJ,DET,VN,TO,",",and,quite,prepared,to,",_CNJ",CNJ_VN,VN_TO,DET
213026,9659,CNJ,DET,VN,TO,V,and,quite,prepared,to,resort,CNJ_DET,DET_TO,TO_V,VN
213027,9659,DET,VN,TO,V,P,quite,prepared,to,resort,to,DET_VN,VN_V,V_P,TO
213028,9659,VN,TO,V,P,ADJ,prepared,to,resort,to,hysterical,VN_TO,TO_P,P_ADJ,V
213029,9659,TO,V,P,ADJ,N,to,resort,to,hysterical,repressions,TO_V,V_ADJ,ADJ_N,DET
213030,9659,V,P,ADJ,N,WH,resort,to,hysterical,repressions,when,V_P,P_N,N_WH,ADJ
213031,9659,P,ADJ,N,WH,PRO,to,hysterical,repressions,when,its,P_ADJ,ADJ_WH,WH_PRO,N
213032,9659,ADJ,N,WH,PRO,ADJ,hysterical,repressions,when,its,brittle,ADJ_N,N_PRO,PRO_ADJ,WH
213033,9659,N,WH,PRO,ADJ,N,repressions,when,its,brittle,foundations,N_WH,WH_ADJ,ADJ_N,PRO
213034,9659,WH,PRO,ADJ,N,V,when,its,brittle,foundations,were,WH_PRO,PRO_N,N_V,ADJ
213035,9659,PRO,ADJ,N,V,VN,its,brittle,foundations,were,threatened,PRO_ADJ,ADJ_V,V_VN,N
213036,9659,ADJ,N,V,VN,.,brittle,foundations,were,threatened,.,ADJ_N,N_VN,VN_.,V
213037,9659,N,V,VN,.,end,foundations,were,threatened,.,,N_V,V_.,._end,VN
213038,9659,V,VN,.,end,end,were,threatened,.,,,V_VN,VN_end,end_end,.
233162,10512,start,start,P,N,",",,,For,instance,",",start_start,start_N,"N_,",P
233163,10512,start,P,N,",",PRO,,For,instance,",",we,start_P,"P_,",",_PRO",N
233164,10512,P,N,",",PRO,MOD,For,instance,",",we,cannot,P_N,N_PRO,PRO_MOD,","
233165,10512,N,",",PRO,MOD,V,instance,",",we,cannot,know,"N_,",",_MOD",MOD_V,PRO
233166,10512,",",PRO,MOD,V,CNJ,",",we,cannot,know,whether,",_PRO",PRO_V,V_CNJ,MOD
233167,10512,PRO,MOD,V,CNJ,ADV,we,cannot,know,whether,even,PRO_MOD,MOD_CNJ,CNJ_ADV,V
233168,10512,MOD,V,CNJ,ADV,P,cannot,know,whether,even,for,MOD_V,V_ADV,ADV_P,CNJ
233169,10512,V,CNJ,ADV,P,N,know,whether,even,for,church,V_CNJ,CNJ_P,P_N,DET
233170,10512,CNJ,ADV,P,N,N,whether,even,for,church,members,CNJ_ADV,ADV_N,N_N,P
233171,10512,ADV,P,N,N,DET,even,for,church,members,the,ADV_P,P_N,N_DET,N
233172,10512,P,N,N,DET,N,for,church,members,the,degree,P_N,N_DET,DET_N,N
233173,10512,N,N,DET,N,P,church,members,the,degree,of,N_N,N_N,N_P,DET
233174,10512,N,DET,N,P,N,members,the,degree,of,conformity,N_DET,DET_P,P_N,N
233175,10512,DET,N,P,N,P,the,degree,of,conformity,to,DET_N,N_N,N_P,P
233176,10512,N,P,N,P,ADJ,degree,of,conformity,to,Christian,N_P,P_P,P_ADJ,N
233177,10512,P,N,P,ADJ,N,of,conformity,to,Christian,standards,P_N,N_ADJ,ADJ_N,P
233178,10512,N,P,ADJ,N,P,conformity,to,Christian,standards,of,N_P,P_N,N_P,ADJ
233179,10512,P,ADJ,N,P,N,to,Christian,standards,of,morality,P_ADJ,ADJ_P,P_N,N
233180,10512,ADJ,N,P,N,VD,Christian,standards,of,morality,increased,ADJ_N,N_N,N_VD,P
233181,10512,N,P,N,VD,CNJ,standards,of,morality,increased,or,N_P,P_VD,VD_CNJ,N
233182,10512,P,N,VD,CNJ,VD,of,morality,increased,or,declined,P_N,N_CNJ,CNJ_VD,VD
233183,10512,N,VD,CNJ,VD,CNJ,morality,increased,or,declined,as,N_VD,VD_VD,VD_CNJ,N
233184,10512,VD,CNJ,VD,CNJ,DET,increased,or,declined,as,the,VD_CNJ,CNJ_CNJ,CNJ_DET,VD
233185,10512,CNJ,VD,CNJ,DET,N,or,declined,as,the,proportion,CNJ_VD,VD_DET,DET_N,CNJ
233186,10512,VD,CNJ,DET,N,P,declined,as,the,proportion,of,VD_CNJ,CNJ_N,N_P,DET
233187,10512,CNJ,DET,N,P,N,as,the,proportion,of,church,CNJ_DET,DET_P,P_N,N
233188,10512,DET,N,P,N,N,the,proportion,of,church,members,DET_N,N_N,N_N,P
233189,10512,N,P,N,N,P,proportion,of,church,members,in,N_P,P_N,N_P,N
233190,10512,P,N,N,P,DET,of,church,members,in,the,P_N,N_P,P_DET,N
233191,10512,N,N,P,DET,N,church,members,in,the,population,N_N,N_DET,DET_N,P
233192,10512,N,P,DET,N,VD,members,in,the,population,rose,N_P,P_N,N_VD,DET
233193,10512,P,DET,N,VD,.,in,the,population,rose,.,P_DET,DET_VD,VD_.,N
233194,10512,DET,N,VD,.,end,the,population,rose,.,,DET_N,N_.,._end,N
233195,10512,N,VD,.,end,end,population,rose,.,,,N_VD,VD_end,end_end,.
237346,10685,start,start,(,NUM,),,,(,3,),start_start,start_NUM,NUM_),(
237347,10685,start,(,NUM,),end,,(,3,),,start_(,(_),)_end,NUM
237348,10685,(,NUM,),end,end,(,3,),,,(_NUM,NUM_end,end_end,)
244206,11102,start,start,UH,",",PRO,,,Oh,",",you'll,start_start,"start_,",",_PRO",UH
244207,11102,start,UH,",",PRO,V,,Oh,",",you'll,wobble,start_UH,UH_PRO,PRO_V,","
244208,11102,UH,",",PRO,V,CNJ,Oh,",",you'll,wobble,and,"UH_,",",_V",V_CNJ,PRO
244209,11102,",",PRO,V,CNJ,V,",",you'll,wobble,and,weave,",_PRO",PRO_CNJ,CNJ_V,V
244210,11102,PRO,V,CNJ,V,DET,you'll,wobble,and,weave,quite,PRO_V,V_V,V_DET,CNJ
244211,11102,V,CNJ,V,DET,DET,wobble,and,weave,quite,a,V_CNJ,CNJ_DET,DET_DET,V
244212,11102,CNJ,V,DET,DET,N,and,weave,quite,a,bit,CNJ_V,V_DET,DET_N,P
244213,11102,V,DET,DET,N,P,weave,quite,a,bit,at,V_DET,DET_N,N_P,DET
244214,11102,DET,DET,N,P,ADV,quite,a,bit,at,first,DET_DET,DET_P,P_ADV,N
244215,11102,DET,N,P,ADV,.,a,bit,at,first,.,DET_N,N_ADV,ADV_.,P
244216,11102,N,P,ADV,.,end,bit,at,first,.,,N_P,P_.,._end,NUM
244217,11102,P,ADV,.,end,end,at,first,.,,,P_ADV,ADV_end,end_end,.
244900,11142,start,start,DET,ADV,CNJ,,,As,soon,as,start_start,start_ADV,ADV_CNJ,DET
244901,11142,start,DET,ADV,CNJ,PRO,,As,soon,as,they,start_DET,DET_CNJ,CNJ_PRO,ADV
244902,11142,DET,ADV,CNJ,PRO,V,As,soon,as,they,are,DET_ADV,ADV_PRO,PRO_V,CNJ
244903,11142,ADV,CNJ,PRO,V,ADJ,soon,as,they,are,large,ADV_CNJ,CNJ_V,V_ADJ,PRO
244904,11142,CNJ,PRO,V,ADJ,DET,as,they,are,large,enough,CNJ_PRO,PRO_ADJ,ADJ_DET,V
244905,11142,PRO,V,ADJ,DET,TO,they,are,large,enough,to,PRO_V,V_DET,DET_TO,ADJ
244906,11142,V,ADJ,DET,TO,V,are,large,enough,to,move,V_ADJ,ADJ_TO,TO_V,DET
244907,11142,ADJ,DET,TO,V,",",large,enough,to,move,",",ADJ_DET,DET_V,"V_,",TO
244908,11142,DET,TO,V,",",PRO,enough,to,move,",",I,DET_TO,"TO_,",",_PRO",V
244909,11142,TO,V,",",PRO,V,to,move,",",I,put,TO_V,V_PRO,PRO_V,","
244910,11142,V,",",PRO,V,PRO,move,",",I,put,mine,"V_,",",_V",V_PRO,PRO
244911,11142,",",PRO,V,PRO,NUM,",",I,put,mine,9,",_PRO",PRO_PRO,PRO_NUM,V
244912,11142,PRO,V,PRO,NUM,N,I,put,mine,9,inches,PRO_V,V_NUM,NUM_N,N
244913,11142,V,PRO,NUM,N,ADV,put,mine,9,inches,apart,V_PRO,PRO_N,N_ADV,NUM
244914,11142,PRO,NUM,N,ADV,WH,mine,9,inches,apart,where,PRO_NUM,NUM_ADV,ADV_WH,N
244915,11142,NUM,N,ADV,WH,PRO,9,inches,apart,where,they,NUM_N,N_WH,WH_PRO,ADV
244916,11142,N,ADV,WH,PRO,V,inches,apart,where,they,are,N_ADV,ADV_PRO,PRO_V,WH
244917,11142,ADV,WH,PRO,V,TO,apart,where,they,are,to,ADV_WH,WH_V,V_TO,PRO
244918,11142,WH,PRO,V,TO,V,where,they,are,to,bloom,WH_PRO,PRO_TO,TO_V,V
244919,11142,PRO,V,TO,V,.,they,are,to,bloom,.,PRO_V,V_V,V_.,P
244920,11142,V,TO,V,.,end,are,to,bloom,.,,V_TO,TO_.,._end,V
244921,11142,TO,V,.,end,end,to,bloom,.,,,TO_V,V_end,end_end,.
260020,11874,start,start,DET,N,P,,,Any,fraction,of,start_start,start_N,N_P,DET
260021,11874,start,DET,N,P,DET,,Any,fraction,of,an,start_DET,DET_P,P_DET,N
260022,11874,DET,N,P,DET,N,Any,fraction,of,an,inch,DET_N,N_DET,DET_N,P
260023,11874,N,P,DET,N,VN,fraction,of,an,inch,involved,N_P,P_N,N_VN,DET
260024,11874,P,DET,N,VN,P,of,an,inch,involved,in,P_DET,DET_VN,VN_P,N
260025,11874,DET,N,VN,P,DET,an,inch,involved,in,the,DET_N,N_P,P_DET,N
260026,11874,N,VN,P,DET,N,inch,involved,in,the,measurement,N_VN,VN_DET,DET_N,P
260027,11874,VN,P,DET,N,MOD,involved,in,the,measurement,must,VN_P,P_N,N_MOD,DET
260028,11874,P,DET,N,MOD,V,in,the,measurement,must,be,P_DET,DET_MOD,MOD_V,N
260029,11874,DET,N,MOD,V,VN,the,measurement,must,be,converted,DET_N,N_V,V_VN,MOD
260030,11874,N,MOD,V,VN,P,measurement,must,be,converted,to,N_MOD,MOD_VN,VN_P,V
260031,11874,MOD,V,VN,P,DET,must,be,converted,to,a,MOD_V,V_P,P_DET,VN
260032,11874,V,VN,P,DET,N,be,converted,to,a,decimal,V_VN,VN_DET,DET_N,P
260033,11874,VN,P,DET,N,N,converted,to,a,decimal,equivalent,VN_P,P_N,N_N,DET
260034,11874,P,DET,N,N,TO,to,a,decimal,equivalent,to,P_DET,DET_N,N_TO,N
260035,11874,DET,N,N,TO,V,a,decimal,equivalent,to,simplify,DET_N,N_TO,TO_V,N
260036,11874,N,N,TO,V,DET,decimal,equivalent,to,simplify,the,N_N,N_V,V_DET,P
260037,11874,N,TO,V,DET,N,equivalent,to,simplify,the,mathematics,N_TO,TO_DET,DET_N,V
260038,11874,TO,V,DET,N,.,to,simplify,the,mathematics,.,TO_V,V_N,N_.,DET
260039,11874,V,DET,N,.,end,simplify,the,mathematics,.,,V_DET,DET_.,._end,N
260040,11874,DET,N,.,end,end,the,mathematics,.,,,DET_N,N_end,end_end,.
261908,11987,start,start,DET,ADJ,VD,,,Those,responsible,included,start_start,start_ADJ,ADJ_VD,DET
261909,11987,start,DET,ADJ,VD,NP,,Those,responsible,included,Stardel,start_DET,DET_VD,VD_NP,ADJ
261910,11987,DET,ADJ,VD,NP,NP,Those,responsible,included,Stardel,Hanover,DET_ADJ,ADJ_NP,NP_NP,N
261911,11987,ADJ,VD,NP,NP,(,responsible,included,Stardel,Hanover,(,ADJ_VD,VD_NP,NP_(,NP
261912,11987,VD,NP,NP,(,N,included,Stardel,Hanover,(,Star's,VD_NP,NP_(,(_N,NP
261913,11987,NP,NP,(,N,NP,Stardel,Hanover,(,Star's,Pride-Starlette,NP_NP,NP_N,N_NP,(
261914,11987,NP,(,N,NP,NP,Hanover,(,Star's,Pride-Starlette,Hanover,NP_(,(_NP,NP_NP,N
261915,11987,(,N,NP,NP,),(,Star's,Pride-Starlette,Hanover,),(_N,N_NP,NP_),NP
261916,11987,N,NP,NP,),",",Star's,Pride-Starlette,Hanover,),",",N_NP,NP_),")_,",NP
261917,11987,NP,NP,),",",NUM,Pride-Starlette,Hanover,),",",2:30-:34.3,NP_NP,"NP_,",",_NUM",)
261918,11987,NP,),",",NUM,.,Hanover,),",",2:30-:34.3,;,NP_),)_NUM,NUM_.,","
261919,11987,),",",NUM,.,.,),",",2:30-:34.3,;,;,")_,",",_.",._.,NUM
261920,11987,",",NUM,.,.,end,",",2:30-:34.3,;,;,,",_NUM",NUM_.,._end,.
261921,11987,NUM,.,.,end,end,2:30-:34.3,;,;,,,NUM_.,._end,end_end,.
264601,12126,start,start,N,N,V,,,Stock,design,is,start_start,start_N,N_V,N
264602,12126,start,N,N,V,ADJ,,Stock,design,is,excellent,start_N,N_V,V_ADJ,N
264603,12126,N,N,V,ADJ,",",Stock,design,is,excellent,",",N_N,N_ADJ,"ADJ_,",V
264604,12126,N,V,ADJ,",",CNJ,design,is,excellent,",",and,N_V,"V_,",",_CNJ",ADJ
264605,12126,V,ADJ,",",CNJ,DET,is,excellent,",",and,this,V_ADJ,ADJ_CNJ,CNJ_DET,N
264606,12126,ADJ,",",CNJ,DET,N,excellent,",",and,this,model,"ADJ_,",",_DET",DET_N,CNJ
264607,12126,",",CNJ,DET,N,V,",",and,this,model,is,",_CNJ",CNJ_N,N_V,DET
264608,12126,CNJ,DET,N,V,DET,and,this,model,is,a,CNJ_DET,DET_V,V_DET,N
264609,12126,DET,N,V,DET,ADJ,this,model,is,a,good,DET_N,N_DET,DET_ADJ,V
264610,12126,N,V,DET,ADJ,NUM,model,is,a,good,first,N_V,V_ADJ,ADJ_NUM,DET
264611,12126,V,DET,ADJ,NUM,N,is,a,good,first,gun,V_DET,DET_NUM,NUM_N,N
264612,12126,DET,ADJ,NUM,N,.,a,good,first,gun,.,DET_ADJ,ADJ_N,N_.,NUM
264613,12126,ADJ,NUM,N,.,end,good,first,gun,.,,ADJ_NUM,NUM_.,._end,N
264614,12126,NUM,N,.,end,end,first,gun,.,,,NUM_N,N_end,end_end,.
265034,12150,start,start,N,--,WH,,,Jet,--,which,start_start,start_--,--_WH,N
265035,12150,start,N,--,WH,PRO,,Jet,--,which,I,start_N,N_WH,WH_PRO,N
265036,12150,N,--,WH,PRO,VD,Jet,--,which,I,coupled,N_--,--_PRO,PRO_VD,WH
265037,12150,--,WH,PRO,VD,P,--,which,I,coupled,with,--_WH,WH_VD,VD_P,PRO
265038,12150,WH,PRO,VD,P,DET,which,I,coupled,with,the,WH_PRO,PRO_P,P_DET,VD
265039,12150,PRO,VD,P,DET,NP,I,coupled,with,the,Deerstalker,PRO_VD,VD_DET,DET_NP,P
265040,12150,VD,P,DET,NP,N,coupled,with,the,Deerstalker,carbine,VD_P,P_NP,NP_N,DET
265041,12150,P,DET,NP,N,CNJ,with,the,Deerstalker,carbine,as,P_DET,DET_N,N_CNJ,NP
265042,12150,DET,NP,N,CNJ,NUM,the,Deerstalker,carbine,as,one,DET_NP,NP_CNJ,CNJ_NUM,N
265043,12150,NP,N,CNJ,NUM,P,Deerstalker,carbine,as,one,of,NP_N,N_NUM,NUM_P,ADV
265044,12150,N,CNJ,NUM,P,DET,carbine,as,one,of,the,N_CNJ,CNJ_P,P_DET,PRO
265045,12150,CNJ,NUM,P,DET,N,as,one,of,the,year's,CNJ_NUM,NUM_DET,DET_N,P
265046,12150,NUM,P,DET,N,NUM,one,of,the,year's,two,NUM_P,P_N,N_NUM,DET
265047,12150,P,DET,N,NUM,ADJ,of,the,year's,two,biggest,P_DET,DET_NUM,NUM_ADJ,N
265048,12150,DET,N,NUM,ADJ,N,the,year's,two,biggest,developments,DET_N,N_ADJ,ADJ_N,N
265049,12150,N,NUM,ADJ,N,--,year's,two,biggest,developments,--,N_NUM,NUM_N,N_--,ADJ
265050,12150,NUM,ADJ,N,--,DET,two,biggest,developments,--,few,NUM_ADJ,ADJ_--,--_DET,N
265051,12150,ADJ,N,--,DET,ADJ,biggest,developments,--,few,significant,ADJ_N,N_DET,DET_ADJ,P
265052,12150,N,--,DET,ADJ,N,developments,--,few,significant,innovations,N_--,--_ADJ,ADJ_N,DET
265053,12150,--,DET,ADJ,N,VD,--,few,significant,innovations,appeared,--_DET,DET_N,N_VD,ADJ
265054,12150,DET,ADJ,N,VD,P,few,significant,innovations,appeared,among,DET_ADJ,ADJ_VD,VD_P,N
265055,12150,ADJ,N,VD,P,NUM,significant,innovations,appeared,among,1961's,ADJ_N,N_P,P_NUM,V
265056,12150,N,VD,P,NUM,N,innovations,appeared,among,1961's,handguns,N_VD,VD_NUM,NUM_N,P
265057,12150,VD,P,NUM,N,.,appeared,among,1961's,handguns,.,VD_P,P_N,N_.,NUM
265058,12150,P,NUM,N,.,end,among,1961's,handguns,.,,P_NUM,NUM_.,._end,ADJ
265059,12150,NUM,N,.,end,end,1961's,handguns,.,,,NUM_N,N_end,end_end,.
287004,13320,start,start,DET,N,V,,,The,body,is,start_start,start_N,N_V,DET
287005,13320,start,DET,N,V,DET,,The,body,is,a,start_DET,DET_V,V_DET,N
287006,13320,DET,N,V,DET,N,The,body,is,a,heat,DET_N,N_DET,DET_N,V
287007,13320,N,V,DET,N,N,body,is,a,heat,machine,N_V,V_N,N_N,DET
287008,13320,V,DET,N,N,",",is,a,heat,machine,",",V_DET,DET_N,"N_,",N
287009,13320,DET,N,N,",",CNJ,a,heat,machine,",",and,DET_N,"N_,",",_CNJ",N
287010,13320,N,N,",",CNJ,NUM,heat,machine,",",and,20,N_N,N_CNJ,CNJ_NUM,","
287011,13320,N,",",CNJ,NUM,P,machine,",",and,20,to,"N_,",",_NUM",NUM_P,CNJ
287012,13320,",",CNJ,NUM,P,NUM,",",and,20,to,25,",_CNJ",CNJ_P,P_NUM,NUM
287013,13320,CNJ,NUM,P,NUM,N,and,20,to,25,guests,CNJ_NUM,NUM_NUM,NUM_N,P
287014,13320,NUM,P,NUM,N,MOD,20,to,25,guests,can,NUM_P,P_N,N_MOD,NUM
287015,13320,P,NUM,N,MOD,ADV,to,25,guests,can,easily,P_NUM,NUM_MOD,MOD_ADV,N
287016,13320,NUM,N,MOD,ADV,V,25,guests,can,easily,double,NUM_N,N_ADV,ADV_V,MOD
287017,13320,N,MOD,ADV,V,PRO,guests,can,easily,double,your,N_MOD,MOD_V,V_PRO,ADV
287018,13320,MOD,ADV,V,PRO,VG,can,easily,double,your,cooling,MOD_ADV,ADV_PRO,PRO_VG,V
287019,13320,ADV,V,PRO,VG,N,easily,double,your,cooling,load,ADV_V,V_VG,VG_N,DET
287020,13320,V,PRO,VG,N,.,double,your,cooling,load,.,V_PRO,PRO_N,N_.,N
287021,13320,PRO,VG,N,.,end,your,cooling,load,.,,PRO_VG,VG_.,._end,N
287022,13320,VG,N,.,end,end,cooling,load,.,,,VG_N,N_end,end_end,.
290953,13514,start,start,ADV,",",NP,,,Here,",",Prokofieff,start_start,"start_,",",_NP",ADV
290954,13514,start,ADV,",",NP,VD,,Here,",",Prokofieff,became,start_ADV,ADV_NP,NP_VD,","
290955,13514,ADV,",",NP,VD,DET,Here,",",Prokofieff,became,a,"ADV_,",",_VD",VD_DET,NP
290956,13514,",",NP,VD,DET,N,",",Prokofieff,became,a,workman,",_NP",NP_DET,DET_N,VD
290957,13514,NP,VD,DET,N,P,Prokofieff,became,a,workman,in,NP_VD,VD_N,N_P,DET
290958,13514,VD,DET,N,P,DET,became,a,workman,in,the,VD_DET,DET_P,P_DET,N
290959,13514,DET,N,P,DET,N,a,workman,in,the,vineyards,DET_N,N_DET,DET_N,P
290960,13514,N,P,DET,N,P,workman,in,the,vineyards,of,N_P,P_N,N_P,DET
290961,13514,P,DET,N,P,N,in,the,vineyards,of,Socialism,P_DET,DET_P,P_N,N
290962,13514,DET,N,P,N,--,the,vineyards,of,Socialism,--,DET_N,N_N,N_--,P
290963,13514,N,P,N,--,VG,vineyards,of,Socialism,--,producing,N_P,P_--,--_VG,N
290964,13514,P,N,--,VG,N,of,Socialism,--,producing,music,P_N,N_VG,VG_N,CNJ
290965,13514,N,--,VG,N,P,Socialism,--,producing,music,for,N_--,--_N,N_P,N
290966,13514,--,VG,N,P,DET,--,producing,music,for,the,--_VG,VG_P,P_DET,N
290967,13514,VG,N,P,DET,N,producing,music,for,the,masses,VG_N,N_DET,DET_N,P
290968,13514,N,P,DET,N,.,music,for,the,masses,.,N_P,P_N,N_.,DET
290969,13514,P,DET,N,.,end,for,the,masses,.,,P_DET,DET_.,._end,N
290970,13514,DET,N,.,end,end,the,masses,.,,,DET_N,N_end,end_end,.
293112,13602,start,start,DET,ADV,CNJ,,,More,often,than,start_start,start_ADV,ADV_CNJ,DET
293113,13602,start,DET,ADV,CNJ,*,,More,often,than,not,start_DET,DET_CNJ,CNJ_*,ADV
293114,13602,DET,ADV,CNJ,*,PRO,More,often,than,not,I,DET_ADV,ADV_*,*_PRO,CNJ
293115,13602,ADV,CNJ,*,PRO,V,often,than,not,I,have,ADV_CNJ,CNJ_PRO,PRO_V,*
293116,13602,CNJ,*,PRO,V,VN,than,not,I,have,found,CNJ_*,*_V,V_VN,PRO
293117,13602,*,PRO,V,VN,ADJ,not,I,have,found,easy,*_PRO,PRO_VN,VN_ADJ,V
293118,13602,PRO,V,VN,ADJ,N,I,have,found,easy,excuse,PRO_V,V_ADJ,ADJ_N,VN
293119,13602,V,VN,ADJ,N,TO,have,found,easy,excuse,to,V_VN,VN_N,N_TO,ADJ
293120,13602,VN,ADJ,N,TO,V,found,easy,excuse,to,leave,VN_ADJ,ADJ_TO,TO_V,N
293121,13602,ADJ,N,TO,V,PRO,easy,excuse,to,leave,my,ADJ_N,N_V,V_PRO,P
293122,13602,N,TO,V,PRO,ADJ,excuse,to,leave,my,own,N_TO,TO_PRO,PRO_ADJ,V
293123,13602,TO,V,PRO,ADJ,N,to,leave,my,own,work,TO_V,V_ADJ,ADJ_N,PRO
293124,13602,V,PRO,ADJ,N,CNJ,leave,my,own,work,and,V_PRO,PRO_N,N_CNJ,ADJ
293125,13602,PRO,ADJ,N,CNJ,V,my,own,work,and,stand,PRO_ADJ,ADJ_CNJ,CNJ_V,N
293126,13602,ADJ,N,CNJ,V,P,own,work,and,stand,at,ADJ_N,N_V,V_P,CNJ
293127,13602,N,CNJ,V,P,DET,work,and,stand,at,a,N_CNJ,CNJ_P,P_DET,N
293128,13602,CNJ,V,P,DET,ADJ,and,stand,at,a,respectable,CNJ_V,V_DET,DET_ADJ,P
293129,13602,V,P,DET,ADJ,N,stand,at,a,respectable,distance,V_P,P_ADJ,ADJ_N,DET
293130,13602,P,DET,ADJ,N,WH,at,a,respectable,distance,where,P_DET,DET_N,N_WH,ADJ
293131,13602,DET,ADJ,N,WH,PRO,a,respectable,distance,where,I,DET_ADJ,ADJ_WH,WH_PRO,N
293132,13602,ADJ,N,WH,PRO,MOD,respectable,distance,where,I,could,ADJ_N,N_PRO,PRO_MOD,WH
293133,13602,N,WH,PRO,MOD,V,distance,where,I,could,watch,N_WH,WH_MOD,MOD_V,PRO
293134,13602,WH,PRO,MOD,V,DET,where,I,could,watch,this,WH_PRO,PRO_V,V_DET,MOD
293135,13602,PRO,MOD,V,DET,N,I,could,watch,this,man,PRO_MOD,MOD_DET,DET_N,V
293136,13602,MOD,V,DET,N,V,could,watch,this,man,transform,MOD_V,V_N,N_V,DET
293137,13602,V,DET,N,V,ADJ,watch,this,man,transform,raw,V_DET,DET_V,V_ADJ,N
293138,13602,DET,N,V,ADJ,N,this,man,transform,raw,nature,DET_N,N_ADJ,ADJ_N,V
293139,13602,N,V,ADJ,N,P,man,transform,raw,nature,into,N_V,V_N,N_P,DET
293140,13602,V,ADJ,N,P,DET,transform,raw,nature,into,a,V_ADJ,ADJ_P,P_DET,N
293141,13602,ADJ,N,P,DET,VN,raw,nature,into,a,composed,ADJ_N,N_DET,DET_VN,P
293142,13602,N,P,DET,VN,",",nature,into,a,composed,",",N_P,P_VN,"VN_,",DET
293143,13602,P,DET,VN,",",*,into,a,composed,",",not,P_DET,"DET_,",",_*",VN
293144,13602,DET,VN,",",*,ADJ,a,composed,",",not,imitative,DET_VN,VN_*,*_ADJ,","
293145,13602,VN,",",*,ADJ,",",composed,",",not,imitative,",","VN_,",",_ADJ","ADJ_,",*
293146,13602,",",*,ADJ,",",N,",",not,imitative,",",painting,",_*","*_,",",_N",V
293147,13602,*,ADJ,",",N,.,not,imitative,",",painting,.,*_ADJ,ADJ_N,N_.,","
293148,13602,ADJ,",",N,.,end,imitative,",",painting,.,,"ADJ_,",",_.",._end,N
293149,13602,",",N,.,end,end,",",painting,.,,,",_N",N_end,end_end,.
299544,13895,start,start,P,NUM,",",,,At,12,",",start_start,start_NUM,"NUM_,",P
299545,13895,start,P,NUM,",",NP,,At,12,",",Hans,start_P,"P_,",",_NP",NUM
299546,13895,P,NUM,",",NP,V,At,12,",",Hans,was,P_NUM,NUM_NP,NP_V,","
299547,13895,NUM,",",NP,V,DET,12,",",Hans,was,sufficiently,"NUM_,",",_V",V_DET,NP
299548,13895,",",NP,V,DET,ADJ,",",Hans,was,sufficiently,mature,",_NP",NP_DET,DET_ADJ,V
299549,13895,NP,V,DET,ADJ,TO,Hans,was,sufficiently,mature,to,NP_V,V_ADJ,ADJ_TO,DET
299550,13895,V,DET,ADJ,TO,V,was,sufficiently,mature,to,help,V_DET,DET_TO,TO_V,ADJ
299551,13895,DET,ADJ,TO,V,PRO,sufficiently,mature,to,help,his,DET_ADJ,ADJ_V,V_PRO,P
299552,13895,ADJ,TO,V,PRO,N,mature,to,help,his,father,ADJ_TO,TO_PRO,PRO_N,V
299553,13895,TO,V,PRO,N,P,to,help,his,father,in,TO_V,V_N,N_P,PRO
299554,13895,V,PRO,N,P,DET,help,his,father,in,the,V_PRO,PRO_P,P_DET,N
299555,13895,PRO,N,P,DET,N,his,father,in,the,apothecary,PRO_N,N_DET,DET_N,P
299556,13895,N,P,DET,N,N,father,in,the,apothecary,shop,N_P,P_N,N_N,DET
299557,13895,P,DET,N,N,",",in,the,apothecary,shop,",",P_DET,DET_N,"N_,",N
299558,13895,DET,N,N,",",WH,the,apothecary,shop,",",which,DET_N,"N_,",",_WH",N
299559,13895,N,N,",",WH,VD,apothecary,shop,",",which,helped,N_N,N_WH,WH_VD,","
299560,13895,N,",",WH,VD,V,shop,",",which,helped,stimulate,"N_,",",_VD",VD_V,WH
299561,13895,",",WH,VD,V,PRO,",",which,helped,stimulate,his,",_WH",WH_V,V_PRO,VD
299562,13895,WH,VD,V,PRO,N,which,helped,stimulate,his,interest,WH_VD,VD_PRO,PRO_N,V
299563,13895,VD,V,PRO,N,P,helped,stimulate,his,interest,in,VD_V,V_N,N_P,DET
299564,13895,V,PRO,N,P,N,stimulate,his,interest,in,medicine,V_PRO,PRO_P,P_N,N
299565,13895,PRO,N,P,N,CNJ,his,interest,in,medicine,and,PRO_N,N_N,N_CNJ,P
