,sentence_num,t_i-2,t_i-1,t_i,t_i+1,t_i+2,w_i-2,w_i-1,w_i,w_i+1,w_i+2,"t_i-2,i-1","t_i-1,i+1","t_i+1,i+2",tag_prediction
264605,12126,V,ADJ,",",CNJ,DET,is,excellent,",",and,this,V_ADJ,ADJ_CNJ,CNJ_DET,N
264606,12126,ADJ,",",CNJ,DET,N,excellent,",",and,this,model,"ADJ_,",",_DET",DET_N,CNJ
264607,12126,",",CNJ,DET,N,V,",",and,this,model,is,",_CNJ",CNJ_N,N_V,DET
264608,12126,CNJ,DET,N,V,DET,and,this,model,is,a,CNJ_DET,DET_V,V_DET,N
264609,12126,DET,N,V,DET,ADJ,this,model,is,a,good,DET_N,N_DET,DET_ADJ,V
264610,12126,N,V,DET,ADJ,NUM,model,is,a,good,first,N_V,V_ADJ,ADJ_NUM,DET
264611,12126,V,DET,ADJ,NUM,N,is,a,good,first,gun,V_DET,DET_NUM,NUM_N,N
264612,12126,DET,ADJ,NUM,N,.,a,good,first,gun,.,DET_ADJ,ADJ_N,N_.,NUM
264613,12126,ADJ,NUM,N,.,end,good,first,gun,.,,ADJ_NUM,NUM_.,._end,N
264614,12126,NUM,N,.,end,end,first,gun,.,,,NUM_N,N_end,end_end,.
310214,14484,start,start,N,N,end,,,Retirement,policies,,start_start,start_N,N_end,DET
310215,14484,start,N,N,end,end,,Retirement,policies,,,start_N,N_end,end_end,N
333177,15518,start,start,DET,CNJ,ADJ,,,This,and,raw,start_start,start_CNJ,CNJ_ADJ,DET
333178,15518,start,DET,CNJ,ADJ,N,,This,and,raw,sugar,start_DET,DET_ADJ,ADJ_N,CNJ
333179,15518,DET,CNJ,ADJ,N,V,This,and,raw,sugar,replace,DET_CNJ,CNJ_N,N_V,ADJ
333180,15518,CNJ,ADJ,N,V,ADJ,and,raw,sugar,replace,ordinary,CNJ_ADJ,ADJ_V,V_ADJ,N
333181,15518,ADJ,N,V,ADJ,VN,raw,sugar,replace,ordinary,refined,ADJ_N,N_ADJ,ADJ_VN,P
333182,15518,N,V,ADJ,VN,N,sugar,replace,ordinary,refined,sugar,N_V,V_VN,VN_N,CNJ
333183,15518,V,ADJ,VN,N,P,replace,ordinary,refined,sugar,on,V_ADJ,ADJ_N,N_P,N
333184,15518,ADJ,VN,N,P,DET,ordinary,refined,sugar,on,the,ADJ_VN,VN_P,P_DET,N
333185,15518,VN,N,P,DET,N,refined,sugar,on,the,tables,VN_N,N_DET,DET_N,P
333186,15518,N,P,DET,N,CNJ,sugar,on,the,tables,and,N_P,P_N,N_CNJ,DET
333187,15518,P,DET,N,CNJ,DET,on,the,tables,and,very,P_DET,DET_CNJ,CNJ_DET,N
333188,15518,DET,N,CNJ,DET,DET,the,tables,and,very,little,DET_N,N_DET,DET_DET,CNJ
333189,15518,N,CNJ,DET,DET,N,tables,and,very,little,sugar,N_CNJ,CNJ_DET,DET_N,DET
333190,15518,CNJ,DET,DET,N,V,and,very,little,sugar,is,CNJ_DET,DET_N,N_V,ADJ
333191,15518,DET,DET,N,V,VN,very,little,sugar,is,used,DET_DET,DET_V,V_VN,N
333192,15518,DET,N,V,VN,P,little,sugar,is,used,in,DET_N,N_VN,VN_P,V
333193,15518,N,V,VN,P,VG,sugar,is,used,in,cooking,N_V,V_P,P_VG,VN
333194,15518,V,VN,P,VG,.,is,used,in,cooking,.,V_VN,VN_VG,VG_.,P
333195,15518,VN,P,VG,.,end,used,in,cooking,.,,VN_P,P_.,._end,N
333196,15518,P,VG,.,end,end,in,cooking,.,,,P_VG,VG_end,end_end,.
342530,15987,start,start,DET,N,V,,,Other,experts,say,start_start,start_N,N_V,DET
342531,15987,start,DET,N,V,",",,Other,experts,say,",",start_DET,DET_V,"V_,",N
342532,15987,DET,N,V,",",ADV,Other,experts,say,",",however,DET_N,"N_,",",_ADV",V
342533,15987,N,V,",",ADV,",",experts,say,",",however,",",N_V,V_ADV,"ADV_,",","
342534,15987,V,",",ADV,",",CNJ,say,",",however,",",that,"V_,",",_,",",_CNJ",ADV
342535,15987,",",ADV,",",CNJ,CNJ,",",however,",",that,if,",_ADV",ADV_CNJ,CNJ_CNJ,","
342536,15987,ADV,",",CNJ,CNJ,ADJ,however,",",that,if,sexual,"ADV_,",",_CNJ",CNJ_ADJ,CNJ
342537,15987,",",CNJ,CNJ,ADJ,N,",",that,if,sexual,domination,",_CNJ",CNJ_ADJ,ADJ_N,CNJ
342538,15987,CNJ,CNJ,ADJ,N,P,that,if,sexual,domination,by,CNJ_CNJ,CNJ_N,N_P,ADJ
342539,15987,CNJ,ADJ,N,P,NUM,if,sexual,domination,by,one,CNJ_ADJ,ADJ_P,P_NUM,N
342540,15987,ADJ,N,P,NUM,CNJ,sexual,domination,by,one,or,ADJ_N,N_NUM,NUM_CNJ,P
342541,15987,N,P,NUM,CNJ,DET,domination,by,one,or,the,N_P,P_CNJ,CNJ_DET,PRO
342542,15987,P,NUM,CNJ,DET,DET,by,one,or,the,other,P_NUM,NUM_DET,DET_DET,CNJ
342543,15987,NUM,CNJ,DET,DET,N,one,or,the,other,partner,NUM_CNJ,CNJ_DET,DET_N,DET
342544,15987,CNJ,DET,DET,N,VBZ,or,the,other,partner,exists,CNJ_DET,DET_N,N_VBZ,DET
342545,15987,DET,DET,N,VBZ,P,the,other,partner,exists,for,DET_DET,DET_VBZ,VBZ_P,N
342546,15987,DET,N,VBZ,P,ADV,other,partner,exists,for,longer,DET_N,N_P,P_ADV,","
342547,15987,N,VBZ,P,ADV,P,partner,exists,for,longer,than,N_VBZ,VBZ_ADV,ADV_P,P
342548,15987,VBZ,P,ADV,P,DET,exists,for,longer,than,a,VBZ_P,P_P,P_DET,ADJ
342549,15987,P,ADV,P,DET,ADJ,for,longer,than,a,brief,P_ADV,ADV_DET,DET_ADJ,P
342550,15987,ADV,P,DET,ADJ,N,longer,than,a,brief,period,ADV_P,P_ADJ,ADJ_N,DET
342551,15987,P,DET,ADJ,N,",",than,a,brief,period,",",P_DET,DET_N,"N_,",ADJ
342552,15987,DET,ADJ,N,",",PRO,a,brief,period,",",it,DET_ADJ,"ADJ_,",",_PRO",N
342553,15987,ADJ,N,",",PRO,V,brief,period,",",it,is,ADJ_N,N_PRO,PRO_V,","
342554,15987,N,",",PRO,V,ADJ,period,",",it,is,likely,"N_,",",_V",V_ADJ,PRO
342555,15987,",",PRO,V,ADJ,TO,",",it,is,likely,to,",_PRO",PRO_ADJ,ADJ_TO,V
342556,15987,PRO,V,ADJ,TO,V,it,is,likely,to,shake,PRO_V,V_TO,TO_V,ADJ
342557,15987,V,ADJ,TO,V,DET,is,likely,to,shake,the,V_ADJ,ADJ_V,V_DET,TO
342558,15987,ADJ,TO,V,DET,N,likely,to,shake,the,marriage,ADJ_TO,TO_DET,DET_N,V
342559,15987,TO,V,DET,N,.,to,shake,the,marriage,.,TO_V,V_N,N_.,DET
342560,15987,V,DET,N,.,end,shake,the,marriage,.,,V_DET,DET_.,._end,N
342561,15987,DET,N,.,end,end,the,marriage,.,,,DET_N,N_end,end_end,.
380651,17717,start,start,ADV,DET,ADJ,,,Perhaps,the,Jewish,start_start,start_DET,DET_ADJ,ADV
380652,17717,start,ADV,DET,ADJ,N,,Perhaps,the,Jewish,students,start_ADV,ADV_ADJ,ADJ_N,DET
380653,17717,ADV,DET,ADJ,N,P,Perhaps,the,Jewish,students,at,ADV_DET,DET_N,N_P,ADJ
380654,17717,DET,ADJ,N,P,NP,the,Jewish,students,at,Brooklyn,DET_ADJ,ADJ_P,P_NP,N
380655,17717,ADJ,N,P,NP,N,Jewish,students,at,Brooklyn,College,ADJ_N,N_NP,NP_N,P
380656,17717,N,P,NP,N,--,students,at,Brooklyn,College,--,N_P,P_N,N_--,NP
380657,17717,P,NP,N,--,VG,at,Brooklyn,College,--,constituting,P_NP,NP_--,--_VG,N
380658,17717,NP,N,--,VG,NUM,Brooklyn,College,--,constituting,85,NP_N,N_VG,VG_NUM,N
380659,17717,N,--,VG,NUM,P,College,--,constituting,85,per,N_--,--_NUM,NUM_P,CNJ
380660,17717,--,VG,NUM,P,N,--,constituting,85,per,cent,--_VG,VG_P,P_N,NUM
380661,17717,VG,NUM,P,N,P,constituting,85,per,cent,of,VG_NUM,NUM_N,N_P,P
380662,17717,NUM,P,N,P,DET,85,per,cent,of,those,NUM_P,P_P,P_DET,N
380663,17717,P,N,P,DET,WH,per,cent,of,those,who,P_N,N_DET,DET_WH,P
380664,17717,N,P,DET,WH,V,cent,of,those,who,attend,N_P,P_WH,WH_V,DET
380665,17717,P,DET,WH,V,DET,of,those,who,attend,the,P_DET,DET_V,V_DET,WH
380666,17717,DET,WH,V,DET,N,those,who,attend,the,day,DET_WH,WH_DET,DET_N,V
380667,17717,WH,V,DET,N,N,who,attend,the,day,session,WH_V,V_N,N_N,DET
380668,17717,V,DET,N,N,--,attend,the,day,session,--,V_DET,DET_N,N_--,N
380669,17717,DET,N,N,--,MOD,the,day,session,--,can,DET_N,N_--,--_MOD,N
380670,17717,N,N,--,MOD,V,day,session,--,can,serve,N_N,N_MOD,MOD_V,N
380671,17717,N,--,MOD,V,CNJ,session,--,can,serve,as,N_--,--_V,V_CNJ,MOD
380672,17717,--,MOD,V,CNJ,DET,--,can,serve,as,a,--_MOD,MOD_CNJ,CNJ_DET,V
380673,17717,MOD,V,CNJ,DET,N,can,serve,as,a,paradigm,MOD_V,V_DET,DET_N,CNJ
380674,17717,V,CNJ,DET,N,P,serve,as,a,paradigm,of,V_CNJ,CNJ_N,N_P,DET
380675,17717,CNJ,DET,N,P,DET,as,a,paradigm,of,the,CNJ_DET,DET_P,P_DET,N
380676,17717,DET,N,P,DET,ADJ,a,paradigm,of,the,urban,DET_N,N_DET,DET_ADJ,P
380677,17717,N,P,DET,ADJ,",",paradigm,of,the,urban,",",N_P,P_ADJ,"ADJ_,",DET
380678,17717,P,DET,ADJ,",",ADJ,of,the,urban,",",lower-middle,P_DET,"DET_,",",_ADJ",ADJ
380679,17717,DET,ADJ,",",ADJ,N,the,urban,",",lower-middle,class,DET_ADJ,ADJ_ADJ,ADJ_N,CNJ
380680,17717,ADJ,",",ADJ,N,ADJ,urban,",",lower-middle,class,Jewish,"ADJ_,",",_N",N_ADJ,ADJ
380681,17717,",",ADJ,N,ADJ,N,",",lower-middle,class,Jewish,student,",_ADJ",ADJ_ADJ,ADJ_N,N
380682,17717,ADJ,N,ADJ,N,.,lower-middle,class,Jewish,student,.,ADJ_N,N_N,N_.,ADJ
380683,17717,N,ADJ,N,.,end,class,Jewish,student,.,,N_ADJ,ADJ_.,._end,N
380684,17717,ADJ,N,.,end,end,Jewish,student,.,,,ADJ_N,N_end,end_end,.
382337,17798,start,start,PRO,VD,PRO,,,He,showed,me,start_start,start_VD,VD_PRO,PRO
382338,17798,start,PRO,VD,PRO,NUM,,He,showed,me,one,start_PRO,PRO_PRO,PRO_NUM,VD
382339,17798,PRO,VD,PRO,NUM,P,He,showed,me,one,of,PRO_VD,VD_NUM,NUM_P,PRO
382340,17798,VD,PRO,NUM,P,PRO,showed,me,one,of,his,VD_PRO,PRO_P,P_PRO,NUM
382341,17798,PRO,NUM,P,PRO,N,me,one,of,his,fingers,PRO_NUM,NUM_PRO,PRO_N,P
382342,17798,NUM,P,PRO,N,WH,one,of,his,fingers,which,NUM_P,P_N,N_WH,PRO
382343,17798,P,PRO,N,WH,V,of,his,fingers,which,had,P_PRO,PRO_WH,WH_V,N
382344,17798,PRO,N,WH,V,V,his,fingers,which,had,been,PRO_N,N_V,V_V,WH
382345,17798,N,WH,V,V,DET,fingers,which,had,been,practically,N_WH,WH_V,V_DET,V
382346,17798,WH,V,V,DET,VN,which,had,been,practically,amputated,WH_V,V_DET,DET_VN,V
382347,17798,V,V,DET,VN,CNJ,had,been,practically,amputated,and,V_V,V_VN,VN_CNJ,ADV
382348,17798,V,DET,VN,CNJ,WH,been,practically,amputated,and,which,V_DET,DET_CNJ,CNJ_WH,ADJ
382349,17798,DET,VN,CNJ,WH,PRO,practically,amputated,and,which,his,DET_VN,VN_WH,WH_PRO,CNJ
382350,17798,VN,CNJ,WH,PRO,N,amputated,and,which,his,mother,VN_CNJ,CNJ_PRO,PRO_N,WH
382351,17798,CNJ,WH,PRO,N,V,and,which,his,mother,had,CNJ_WH,WH_N,N_V,PRO
382352,17798,WH,PRO,N,V,VN,which,his,mother,had,treated,WH_PRO,PRO_V,V_VN,N
382353,17798,PRO,N,V,VN,.,his,mother,had,treated,;,PRO_N,N_VN,VN_.,V
382354,17798,N,V,VN,.,.,mother,had,treated,;,;,N_V,V_.,._.,VN
382355,17798,V,VN,.,.,end,had,treated,;,;,,V_VN,VN_.,._end,.
382356,17798,VN,.,.,end,end,treated,;,;,,,VN_.,._end,end_end,.
391266,18186,start,start,DET,ADJ,N,,,This,carefree,disdain,start_start,start_ADJ,ADJ_N,DET
391267,18186,start,DET,ADJ,N,P,,This,carefree,disdain,for,start_DET,DET_N,N_P,ADJ
391268,18186,DET,ADJ,N,P,``,This,carefree,disdain,for,``,DET_ADJ,ADJ_P,P_``,N
391269,18186,ADJ,N,P,``,N,carefree,disdain,for,``,side,ADJ_N,N_``,``_N,CNJ
391270,18186,N,P,``,N,'',disdain,for,``,side,'',N_P,P_N,N_'',DET
391271,18186,P,``,N,'',VD,for,``,side,'',cropped,P_``,``_'',''_VD,N
391272,18186,``,N,'',VD,ADV,``,side,'',cropped,up,``_N,N_VD,VD_ADV,N
391273,18186,N,'',VD,ADV,ADV,side,'',cropped,up,again,N_'',''_ADV,ADV_ADV,VN
391274,18186,'',VD,ADV,ADV,P,'',cropped,up,again,in,''_VD,VD_ADV,ADV_P,ADV
391275,18186,VD,ADV,ADV,P,DET,cropped,up,again,in,the,VD_ADV,ADV_P,P_DET,ADV
391276,18186,ADV,ADV,P,DET,DET,up,again,in,the,same,ADV_ADV,ADV_DET,DET_DET,P
391277,18186,ADV,P,DET,DET,N,again,in,the,same,television,ADV_P,P_DET,DET_N,DET
391278,18186,P,DET,DET,N,N,in,the,same,television,broadcast,P_DET,DET_N,N_N,DET
391279,18186,DET,DET,N,N,.,the,same,television,broadcast,.,DET_DET,DET_N,N_.,N
391280,18186,DET,N,N,.,end,same,television,broadcast,.,,DET_N,N_.,._end,N
391281,18186,N,N,.,end,end,television,broadcast,.,,,N_N,N_end,end_end,.
399701,18557,start,start,P,DET,DET,,,In,a,far,start_start,start_DET,DET_DET,P
399702,18557,start,P,DET,DET,ADJ,,In,a,far,distant,start_P,P_DET,DET_ADJ,DET
399703,18557,P,DET,DET,ADJ,N,In,a,far,distant,part,P_DET,DET_ADJ,ADJ_N,DET
399704,18557,DET,DET,ADJ,N,P,a,far,distant,part,of,DET_DET,DET_N,N_P,ADJ
399705,18557,DET,ADJ,N,P,DET,far,distant,part,of,the,DET_ADJ,ADJ_P,P_DET,N
399706,18557,ADJ,N,P,DET,VN,distant,part,of,the,United,ADJ_N,N_DET,DET_VN,P
399707,18557,N,P,DET,VN,N,part,of,the,United,States,N_P,P_VN,VN_N,DET
399708,18557,P,DET,VN,N,",",of,the,United,States,",",P_DET,DET_N,"N_,",VN
399709,18557,DET,VN,N,",",PRO,the,United,States,",",I,DET_VN,"VN_,",",_PRO",N
399710,18557,VN,N,",",PRO,V,United,States,",",I,was,VN_N,N_PRO,PRO_V,","
399711,18557,N,",",PRO,V,VG,States,",",I,was,talking,"N_,",",_V",V_VG,PRO
399712,18557,",",PRO,V,VG,P,",",I,was,talking,to,",_PRO",PRO_VG,VG_P,V
399713,18557,PRO,V,VG,P,DET,I,was,talking,to,an,PRO_V,V_P,P_DET,N
399714,18557,V,VG,P,DET,N,was,talking,to,an,instructor,V_VG,VG_DET,DET_N,P
399715,18557,VG,P,DET,N,P,talking,to,an,instructor,about,VG_P,P_N,N_P,DET
399716,18557,P,DET,N,P,DET,to,an,instructor,about,a,P_DET,DET_P,P_DET,N
399717,18557,DET,N,P,DET,N,an,instructor,about,a,boy,DET_N,N_DET,DET_N,P
399718,18557,N,P,DET,N,WH,instructor,about,a,boy,who,N_P,P_N,N_WH,DET
399719,18557,P,DET,N,WH,P,about,a,boy,who,in,P_DET,DET_WH,WH_P,N
399720,18557,DET,N,WH,P,DET,a,boy,who,in,the,DET_N,N_P,P_DET,WH
399721,18557,N,WH,P,DET,NUM,boy,who,in,the,twelfth,N_WH,WH_DET,DET_NUM,P
399722,18557,WH,P,DET,NUM,N,who,in,the,twelfth,grade,WH_P,P_NUM,NUM_N,DET
399723,18557,P,DET,NUM,N,V,in,the,twelfth,grade,was,P_DET,DET_N,N_V,NUM
399724,18557,DET,NUM,N,V,VG,the,twelfth,grade,was,doing,DET_NUM,NUM_V,V_VG,N
399725,18557,NUM,N,V,VG,ADJ,twelfth,grade,was,doing,special,NUM_N,N_VG,VG_ADJ,V
399726,18557,N,V,VG,ADJ,N,grade,was,doing,special,work,N_V,V_ADJ,ADJ_N,VG
399727,18557,V,VG,ADJ,N,.,was,doing,special,work,.,V_VG,VG_N,N_.,ADJ
399728,18557,VG,ADJ,N,.,end,doing,special,work,.,,VG_ADJ,ADJ_.,._end,N
399729,18557,ADJ,N,.,end,end,special,work,.,,,ADJ_N,N_end,end_end,.
410425,19035,start,start,CNJ,WH,VD,,,or,who,ingested,start_start,start_WH,WH_VD,CNJ
410426,19035,start,CNJ,WH,VD,ADJ,,or,who,ingested,strange,start_CNJ,CNJ_VD,VD_ADJ,N
410427,19035,CNJ,WH,VD,ADJ,N,or,who,ingested,strange,objects,CNJ_WH,WH_ADJ,ADJ_N,VD
410428,19035,WH,VD,ADJ,N,",",who,ingested,strange,objects,",",WH_VD,VD_N,"N_,",DET
410429,19035,VD,ADJ,N,",",CNJ,ingested,strange,objects,",",like,VD_ADJ,"ADJ_,",",_CNJ",N
410430,19035,ADJ,N,",",CNJ,ADJ,strange,objects,",",like,live,ADJ_N,N_CNJ,CNJ_ADJ,","
410431,19035,N,",",CNJ,ADJ,N,objects,",",like,live,fish,"N_,",",_ADJ",ADJ_N,CNJ
410432,19035,",",CNJ,ADJ,N,.,",",like,live,fish,;,",_CNJ",CNJ_N,N_.,ADJ
410433,19035,CNJ,ADJ,N,.,.,like,live,fish,;,;,CNJ_ADJ,ADJ_.,._.,N
410434,19035,ADJ,N,.,.,end,live,fish,;,;,,ADJ_N,N_.,._end,.
410435,19035,N,.,.,end,end,fish,;,;,,,N_.,._end,end_end,.
427767,19723,start,start,DET,N,P,,,The,reason,for,start_start,start_N,N_P,DET
427768,19723,start,DET,N,P,DET,,The,reason,for,this,start_DET,DET_P,P_DET,N
427769,19723,DET,N,P,DET,VBZ,The,reason,for,this,bears,DET_N,N_DET,DET_VBZ,P
427770,19723,N,P,DET,VBZ,VG,reason,for,this,bears,explaining,N_P,P_VBZ,VBZ_VG,N
427771,19723,P,DET,VBZ,VG,P,for,this,bears,explaining,for,P_DET,DET_VG,VG_P,N
427772,19723,DET,VBZ,VG,P,DET,this,bears,explaining,for,those,DET_VBZ,VBZ_P,P_DET,ADV
427773,19723,VBZ,VG,P,DET,WH,bears,explaining,for,those,who,VBZ_VG,VG_DET,DET_WH,P
427774,19723,VG,P,DET,WH,MOD,explaining,for,those,who,may,VG_P,P_WH,WH_MOD,DET
427775,19723,P,DET,WH,MOD,V,for,those,who,may,wonder,P_DET,DET_MOD,MOD_V,WH
427776,19723,DET,WH,MOD,V,WH,those,who,may,wonder,why,DET_WH,WH_V,V_WH,MOD
427777,19723,WH,MOD,V,WH,N,who,may,wonder,why,State,WH_MOD,MOD_WH,WH_N,V
427778,19723,MOD,V,WH,N,VBZ,may,wonder,why,State,spends,MOD_V,V_N,N_VBZ,DET
427779,19723,V,WH,N,VBZ,DET,wonder,why,State,spends,so,V_WH,WH_VBZ,VBZ_DET,N
427780,19723,WH,N,VBZ,DET,DET,why,State,spends,so,much,WH_N,N_DET,DET_DET,VBZ
427781,19723,N,VBZ,DET,DET,P,State,spends,so,much,of,N_VBZ,VBZ_DET,DET_P,DET
427782,19723,VBZ,DET,DET,P,PRO,spends,so,much,of,its,VBZ_DET,DET_P,P_PRO,DET
427783,19723,DET,DET,P,PRO,ADJ,so,much,of,its,diplomatic,DET_DET,DET_PRO,PRO_ADJ,P
427784,19723,DET,P,PRO,ADJ,N,much,of,its,diplomatic,energy,DET_P,P_ADJ,ADJ_N,PRO
427785,19723,P,PRO,ADJ,N,P,of,its,diplomatic,energy,on,P_PRO,PRO_N,N_P,ADJ
427786,19723,PRO,ADJ,N,P,NP,its,diplomatic,energy,on,Congress,PRO_ADJ,ADJ_P,P_NP,N
427787,19723,ADJ,N,P,NP,WH,diplomatic,energy,on,Congress,when,ADJ_N,N_NP,NP_WH,P
427788,19723,N,P,NP,WH,DET,energy,on,Congress,when,the,N_P,P_WH,WH_DET,NP
427789,19723,P,NP,WH,DET,NP,on,Congress,when,the,Russians,P_NP,NP_DET,DET_NP,WH
427790,19723,NP,WH,DET,NP,V,Congress,when,the,Russians,are,NP_WH,WH_NP,NP_V,DET
427791,19723,WH,DET,NP,V,DET,when,the,Russians,are,so,WH_DET,DET_V,V_DET,NP
427792,19723,DET,NP,V,DET,ADJ,the,Russians,are,so,available,DET_NP,NP_DET,DET_ADJ,V
427793,19723,NP,V,DET,ADJ,.,Russians,are,so,available,.,NP_V,V_ADJ,ADJ_.,DET
427794,19723,V,DET,ADJ,.,end,are,so,available,.,,V_DET,DET_.,._end,ADJ
427795,19723,DET,ADJ,.,end,end,so,available,.,,,DET_ADJ,ADJ_end,end_end,.
431805,19918,start,start,DET,P,DET,,,Many,of,the,start_start,start_P,P_DET,DET
431806,19918,start,DET,P,DET,N,,Many,of,the,features,start_DET,DET_DET,DET_N,P
431807,19918,DET,P,DET,N,P,Many,of,the,features,of,DET_P,P_N,N_P,DET
431808,19918,P,DET,N,P,DET,of,the,features,of,the,P_DET,DET_P,P_DET,N
431809,19918,DET,N,P,DET,N,the,features,of,the,homes,DET_N,N_DET,DET_N,P
431810,19918,N,P,DET,N,V,features,of,the,homes,are,N_P,P_N,N_V,DET
431811,19918,P,DET,N,V,DET,of,the,homes,are,the,P_DET,DET_V,V_DET,N
431812,19918,DET,N,V,DET,ADJ,the,homes,are,the,latest,DET_N,N_DET,DET_ADJ,V
431813,19918,N,V,DET,ADJ,ADJ,homes,are,the,latest,modern,N_V,V_ADJ,ADJ_ADJ,DET
431814,19918,V,DET,ADJ,ADJ,N,are,the,latest,modern,devices,V_DET,DET_ADJ,ADJ_N,ADJ
431815,19918,DET,ADJ,ADJ,N,P,the,latest,modern,devices,in,DET_ADJ,ADJ_N,N_P,ADJ
431816,19918,ADJ,ADJ,N,P,ADJ,latest,modern,devices,in,American,ADJ_ADJ,ADJ_P,P_ADJ,N
431817,19918,ADJ,N,P,ADJ,N,modern,devices,in,American,homes,ADJ_N,N_ADJ,ADJ_N,P
431818,19918,N,P,ADJ,N,",",devices,in,American,homes,",",N_P,P_N,"N_,",ADJ
431819,19918,P,ADJ,N,",",CNJ,in,American,homes,",",but,P_ADJ,"ADJ_,",",_CNJ",N
431820,19918,ADJ,N,",",CNJ,DET,American,homes,",",but,an,ADJ_N,N_CNJ,CNJ_DET,","
431821,19918,N,",",CNJ,DET,ADJ,homes,",",but,an,interesting,"N_,",",_DET",DET_ADJ,CNJ
431822,19918,",",CNJ,DET,ADJ,N,",",but,an,interesting,blend,",_CNJ",CNJ_ADJ,ADJ_N,DET
431823,19918,CNJ,DET,ADJ,N,P,but,an,interesting,blend,of,CNJ_DET,DET_N,N_P,ADJ
431824,19918,DET,ADJ,N,P,N,an,interesting,blend,of,cultures,DET_ADJ,ADJ_P,P_N,N
431825,19918,ADJ,N,P,N,VBZ,interesting,blend,of,cultures,finds,ADJ_N,N_N,N_VBZ,P
431826,19918,N,P,N,VBZ,PRO,blend,of,cultures,finds,us,N_P,P_VBZ,VBZ_PRO,N
431827,19918,P,N,VBZ,PRO,VG,of,cultures,finds,us,using,P_N,N_PRO,PRO_VG,P
431828,19918,N,VBZ,PRO,VG,ADJ,cultures,finds,us,using,Japanese,N_VBZ,VBZ_VG,VG_ADJ,PRO
431829,19918,VBZ,PRO,VG,ADJ,N,finds,us,using,Japanese,artfulness,VBZ_PRO,PRO_ADJ,ADJ_N,ADJ
431830,19918,PRO,VG,ADJ,N,P,us,using,Japanese,artfulness,in,PRO_VG,VG_N,N_P,ADJ
431831,19918,VG,ADJ,N,P,PRO,using,Japanese,artfulness,in,our,VG_ADJ,ADJ_P,P_PRO,N
431832,19918,ADJ,N,P,PRO,ADJ,Japanese,artfulness,in,our,own,ADJ_N,N_PRO,PRO_ADJ,P
431833,19918,N,P,PRO,ADJ,ADJ,artfulness,in,our,own,Western,N_P,P_ADJ,ADJ_ADJ,PRO
431834,19918,P,PRO,ADJ,ADJ,N,in,our,own,Western,architecture,P_PRO,PRO_ADJ,ADJ_N,ADJ
431835,19918,PRO,ADJ,ADJ,N,P,our,own,Western,architecture,at,PRO_ADJ,ADJ_N,N_P,ADJ
431836,19918,ADJ,ADJ,N,P,DET,own,Western,architecture,at,the,ADJ_ADJ,ADJ_P,P_DET,N
431837,19918,ADJ,N,P,DET,DET,Western,architecture,at,the,same,ADJ_N,N_DET,DET_DET,P
431838,19918,N,P,DET,DET,N,architecture,at,the,same,time,N_P,P_DET,DET_N,DET
431839,19918,P,DET,DET,N,CNJ,at,the,same,time,that,P_DET,DET_N,N_CNJ,DET
431840,19918,DET,DET,N,CNJ,DET,the,same,time,that,the,DET_DET,DET_CNJ,CNJ_DET,N
431841,19918,DET,N,CNJ,DET,NP,same,time,that,the,Japanese,DET_N,N_DET,DET_NP,CNJ
431842,19918,N,CNJ,DET,NP,V,time,that,the,Japanese,are,N_CNJ,CNJ_NP,NP_V,DET
431843,19918,CNJ,DET,NP,V,VG,that,the,Japanese,are,adopting,CNJ_DET,DET_V,V_VG,NP
431844,19918,DET,NP,V,VG,ADJ,the,Japanese,are,adopting,Western,DET_NP,NP_VG,VG_ADJ,V
431845,19918,NP,V,VG,ADJ,N,Japanese,are,adopting,Western,utility,NP_V,V_ADJ,ADJ_N,DET
431846,19918,V,VG,ADJ,N,N,are,adopting,Western,utility,patterns,V_VG,VG_N,N_N,ADJ
431847,19918,VG,ADJ,N,N,.,adopting,Western,utility,patterns,.,VG_ADJ,ADJ_N,N_.,N
431848,19918,ADJ,N,N,.,end,Western,utility,patterns,.,,ADJ_N,N_.,._end,N
431849,19918,N,N,.,end,end,utility,patterns,.,,,N_N,N_end,end_end,.
446050,20537,start,start,P,N,",",,,for,example,",",start_start,start_N,"N_,",P
446051,20537,start,P,N,",",DET,,for,example,",",the,start_P,"P_,",",_DET",N
446052,20537,P,N,",",DET,N,for,example,",",the,mode,P_N,N_DET,DET_N,","
446053,20537,N,",",DET,N,P,example,",",the,mode,of,"N_,",",_N",N_P,DET
446054,20537,",",DET,N,P,N,",",the,mode,of,bravery,",_DET",DET_P,P_N,N
446055,20537,DET,N,P,N,P,the,mode,of,bravery,to,DET_N,N_N,N_P,P
446056,20537,N,P,N,P,DET,mode,of,bravery,to,this,N_P,P_P,P_DET,N
446057,20537,P,N,P,DET,ADJ,of,bravery,to,this,anonymous,P_N,N_DET,DET_ADJ,P
446058,20537,N,P,DET,ADJ,N,bravery,to,this,anonymous,folk,N_P,P_ADJ,ADJ_N,DET
446059,20537,P,DET,ADJ,N,N,to,this,anonymous,folk,poem,P_DET,DET_N,N_N,ADJ
446060,20537,DET,ADJ,N,N,:,this,anonymous,folk,poem,:,DET_ADJ,ADJ_N,N_:,N
446061,20537,ADJ,N,N,:,``,anonymous,folk,poem,:,``,ADJ_N,N_:,:_``,N
446062,20537,N,N,:,``,PRO,folk,poem,:,``,They,N_N,N_``,``_PRO,P
