,sentence_num,t_i-2,t_i-1,t_i,t_i+1,t_i+2,w_i-2,w_i-1,w_i,w_i+1,w_i+2,"t_i-2,i-1","t_i-1,i+1","t_i+1,i+2",tag_prediction
152159,7124,:,P,NP,DET,N,:,in,Cuba,last,spring,:_P,P_DET,DET_N,
152160,7124,P,NP,DET,N,(,in,Cuba,last,spring,(,P_NP,NP_N,N_(,
152161,7124,NP,DET,N,(,P,Cuba,last,spring,(,with,NP_DET,DET_(,(_P,
152162,7124,DET,N,(,P,WH,last,spring,(,with,which,DET_N,N_P,P_WH,
152163,7124,N,(,P,WH,DET,spring,(,with,which,the,N_(,(_WH,WH_DET,
152164,7124,(,P,WH,DET,ADJ,(,with,which,the,Dominican,(_P,P_DET,DET_ADJ,
152165,7124,P,WH,DET,ADJ,N,with,which,the,Dominican,events,P_WH,WH_ADJ,ADJ_N,
152166,7124,WH,DET,ADJ,N,P,which,the,Dominican,events,of,WH_DET,DET_N,N_P,
152167,7124,DET,ADJ,N,P,DET,the,Dominican,events,of,last,DET_ADJ,ADJ_P,P_DET,
152168,7124,ADJ,N,P,DET,N,Dominican,events,of,last,month,ADJ_N,N_DET,DET_N,
152169,7124,N,P,DET,N,MOD,events,of,last,month,should,N_P,P_N,N_MOD,
152170,7124,P,DET,N,MOD,V,of,last,month,should,be,P_DET,DET_MOD,MOD_V,
152171,7124,DET,N,MOD,V,VN,last,month,should,be,paired,DET_N,N_V,V_VN,
152172,7124,N,MOD,V,VN,),month,should,be,paired,),N_MOD,MOD_VN,VN_),
152173,7124,MOD,V,VN,),.,should,be,paired,),;,MOD_V,V_),)_.,
152174,7124,V,VN,),.,.,be,paired,),;,;,V_VN,VN_.,._.,
152175,7124,VN,),.,.,end,paired,),;,;,,VN_),)_.,._end,
152176,7124,),.,.,end,end,),;,;,,,)_.,._end,end_end,
152768,7153,start,start,DET,N,end,,,the,unoriginals,,start_start,start_N,N_end,
152769,7153,start,DET,N,end,end,,the,unoriginals,,,start_DET,DET_end,end_end,
154773,7247,start,start,VD,NUM,N,,,Cried,one,professor,start_start,start_NUM,NUM_N,
154774,7247,start,VD,NUM,N,P,,Cried,one,professor,after,start_VD,VD_N,N_P,
154775,7247,VD,NUM,N,P,DET,Cried,one,professor,after,a,VD_NUM,NUM_P,P_DET,
154776,7247,NUM,N,P,DET,DET,one,professor,after,a,few,NUM_N,N_DET,DET_DET,
154777,7247,N,P,DET,DET,N,professor,after,a,few,months,N_P,P_DET,DET_N,
154778,7247,P,DET,DET,N,P,after,a,few,months,of,P_DET,DET_N,N_P,
154779,7247,DET,DET,N,P,N,a,few,months,of,Student,DET_DET,DET_P,P_N,
154780,7247,DET,N,P,N,NP,few,months,of,Student,Schiele's,DET_N,N_N,N_NP,
154781,7247,N,P,N,NP,N,months,of,Student,Schiele's,tantrums,N_P,P_NP,NP_N,
154782,7247,P,N,NP,N,CNJ,of,Student,Schiele's,tantrums,and,P_N,N_N,N_CNJ,
154783,7247,N,NP,N,CNJ,N,Student,Schiele's,tantrums,and,rebellion,N_NP,NP_CNJ,CNJ_N,
154784,7247,NP,N,CNJ,N,:,Schiele's,tantrums,and,rebellion,:,NP_N,N_N,N_:,
154785,7247,N,CNJ,N,:,``,tantrums,and,rebellion,:,``,N_CNJ,CNJ_:,:_``,
154786,7247,CNJ,N,:,``,DET,and,rebellion,:,``,The,CNJ_N,N_``,``_DET,
154787,7247,N,:,``,DET,N,rebellion,:,``,The,devil,N_:,:_DET,DET_N,
154788,7247,:,``,DET,N,PRO,:,``,The,devil,himself,:_``,``_N,N_PRO,
154789,7247,``,DET,N,PRO,MOD,``,The,devil,himself,must,``_DET,DET_PRO,PRO_MOD,
154790,7247,DET,N,PRO,MOD,V,The,devil,himself,must,have,DET_N,N_MOD,MOD_V,
154791,7247,N,PRO,MOD,V,VN,devil,himself,must,have,defecated,N_PRO,PRO_V,V_VN,
154792,7247,PRO,MOD,V,VN,PRO,himself,must,have,defecated,you,PRO_MOD,MOD_VN,VN_PRO,
154793,7247,MOD,V,VN,PRO,P,must,have,defecated,you,into,MOD_V,V_PRO,PRO_P,
154794,7247,V,VN,PRO,P,PRO,have,defecated,you,into,my,V_VN,VN_P,P_PRO,
154795,7247,VN,PRO,P,PRO,N,defecated,you,into,my,classroom,VN_PRO,PRO_PRO,PRO_N,
154796,7247,PRO,P,PRO,N,'',you,into,my,classroom,'',PRO_P,P_N,N_'',
154797,7247,P,PRO,N,'',.,into,my,classroom,'',!,P_PRO,PRO_'',''_.,
154798,7247,PRO,N,'',.,.,my,classroom,'',!,!,PRO_N,N_.,._.,
154799,7247,N,'',.,.,end,classroom,'',!,!,,N_'',''_.,._end,
154800,7247,'',.,.,end,end,'',!,!,,,''_.,._end,end_end,
157293,7330,start,start,P,DET,ADJ,,,After,a,tortuous,start_start,start_DET,DET_ADJ,
157294,7330,start,P,DET,ADJ,N,,After,a,tortuous,drive,start_P,P_ADJ,ADJ_N,
157295,7330,P,DET,ADJ,N,P,After,a,tortuous,drive,in,P_DET,DET_N,N_P,
157296,7330,DET,ADJ,N,P,DET,a,tortuous,drive,in,an,DET_ADJ,ADJ_P,P_DET,
157297,7330,ADJ,N,P,DET,ADJ,tortuous,drive,in,an,open,ADJ_N,N_DET,DET_ADJ,
157298,7330,N,P,DET,ADJ,N,drive,in,an,open,truck,N_P,P_ADJ,ADJ_N,
157299,7330,P,DET,ADJ,N,CNJ,in,an,open,truck,and,P_DET,DET_N,N_CNJ,
157300,7330,DET,ADJ,N,CNJ,DET,an,open,truck,and,a,DET_ADJ,ADJ_CNJ,CNJ_DET,
157301,7330,ADJ,N,CNJ,DET,N,open,truck,and,a,World,ADJ_N,N_DET,DET_N,
157302,7330,N,CNJ,DET,N,N,truck,and,a,World,War,N_CNJ,CNJ_N,N_N,
157303,7330,CNJ,DET,N,N,NUM,and,a,World,War,2,CNJ_DET,DET_N,N_NUM,
157304,7330,DET,N,N,NUM,",",a,World,War,2,",",DET_N,N_NUM,"NUM_,",
157305,7330,N,N,NUM,",",N,World,War,2,",",army,N_N,"N_,",",_N",
157306,7330,N,NUM,",",N,N,War,2,",",army,jeep,N_NUM,NUM_N,N_N,
157307,7330,NUM,",",N,N,P,2,",",army,jeep,down,"NUM_,",",_N",N_P,
157308,7330,",",N,N,P,ADJ,",",army,jeep,down,soggy,",_N",N_P,P_ADJ,
157309,7330,N,N,P,ADJ,N,army,jeep,down,soggy,trails,N_N,N_ADJ,ADJ_N,
157310,7330,N,P,ADJ,N,",",jeep,down,soggy,trails,",",N_P,P_N,"N_,",
157311,7330,P,ADJ,N,",",DET,down,soggy,trails,",",the,P_ADJ,"ADJ_,",",_DET",
157312,7330,ADJ,N,",",DET,N,soggy,trails,",",the,band,ADJ_N,N_DET,DET_N,
157313,7330,N,",",DET,N,VD,trails,",",the,band,arrived,"N_,",",_N",N_VD,
157314,7330,",",DET,N,VD,P,",",the,band,arrived,at,",_DET",DET_VD,VD_P,
157315,7330,DET,N,VD,P,DET,the,band,arrived,at,a,DET_N,N_P,P_DET,
157316,7330,N,VD,P,DET,ADJ,band,arrived,at,a,small,N_VD,VD_DET,DET_ADJ,
157317,7330,VD,P,DET,ADJ,N,arrived,at,a,small,clearing,VD_P,P_ADJ,ADJ_N,
157318,7330,P,DET,ADJ,N,VN,at,a,small,clearing,squeezed,P_DET,DET_N,N_VN,
157319,7330,DET,ADJ,N,VN,P,a,small,clearing,squeezed,between,DET_ADJ,ADJ_VN,VN_P,
157320,7330,ADJ,N,VN,P,DET,small,clearing,squeezed,between,a,ADJ_N,N_P,P_DET,
157321,7330,N,VN,P,DET,ADJ,clearing,squeezed,between,a,long,N_VN,VN_DET,DET_ADJ,
157322,7330,VN,P,DET,ADJ,",",squeezed,between,a,long,",",VN_P,P_ADJ,"ADJ_,",
157323,7330,P,DET,ADJ,",",ADJ,between,a,long,",",low,P_DET,"DET_,",",_ADJ",
157324,7330,DET,ADJ,",",ADJ,N,a,long,",",low,ridge,DET_ADJ,ADJ_ADJ,ADJ_N,
157325,7330,ADJ,",",ADJ,N,CNJ,long,",",low,ridge,and,"ADJ_,",",_N",N_CNJ,
157326,7330,",",ADJ,N,CNJ,DET,",",low,ridge,and,a,",_ADJ",ADJ_CNJ,CNJ_DET,
157327,7330,ADJ,N,CNJ,DET,ADJ,low,ridge,and,a,creek-filled,ADJ_N,N_DET,DET_ADJ,
157328,7330,N,CNJ,DET,ADJ,N,ridge,and,a,creek-filled,gully,N_CNJ,CNJ_ADJ,ADJ_N,
157329,7330,CNJ,DET,ADJ,N,.,and,a,creek-filled,gully,.,CNJ_DET,DET_N,N_.,
157330,7330,DET,ADJ,N,.,end,a,creek-filled,gully,.,,DET_ADJ,ADJ_.,._end,
157331,7330,ADJ,N,.,end,end,creek-filled,gully,.,,,ADJ_N,N_end,end_end,
157786,7357,start,start,P,DET,N,,,On,the,eve,start_start,start_DET,DET_N,
157787,7357,start,P,DET,N,P,,On,the,eve,of,start_P,P_N,N_P,
157788,7357,P,DET,N,P,DET,On,the,eve,of,the,P_DET,DET_P,P_DET,
157789,7357,DET,N,P,DET,``,the,eve,of,the,``,DET_N,N_DET,DET_``,
157790,7357,N,P,DET,``,ADJ,eve,of,the,``,great,N_P,P_``,``_ADJ,
157791,7357,P,DET,``,ADJ,N,of,the,``,great,debate,P_DET,DET_ADJ,ADJ_N,
157792,7357,DET,``,ADJ,N,'',the,``,great,debate,'',DET_``,``_N,N_'',
157793,7357,``,ADJ,N,'',P,``,great,debate,'',on,``_ADJ,ADJ_'',''_P,
157794,7357,ADJ,N,'',P,DET,great,debate,'',on,the,ADJ_N,N_P,P_DET,
157795,7357,N,'',P,DET,N,debate,'',on,the,proposal,N_'',''_DET,DET_N,
157796,7357,'',P,DET,N,TO,'',on,the,proposal,to,''_P,P_N,N_TO,
157797,7357,P,DET,N,TO,V,on,the,proposal,to,give,P_DET,DET_TO,TO_V,
157798,7357,DET,N,TO,V,DET,the,proposal,to,give,the,DET_N,N_V,V_DET,
157799,7357,N,TO,V,DET,N,proposal,to,give,the,President,N_TO,TO_DET,DET_N,
157800,7357,TO,V,DET,N,ADJ,to,give,the,President,broad,TO_V,V_N,N_ADJ,
157801,7357,V,DET,N,ADJ,N,give,the,President,broad,powers,V_DET,DET_ADJ,ADJ_N,
157802,7357,DET,N,ADJ,N,TO,the,President,broad,powers,to,DET_N,N_N,N_TO,
157803,7357,N,ADJ,N,TO,V,President,broad,powers,to,make,N_ADJ,ADJ_TO,TO_V,
157804,7357,ADJ,N,TO,V,ADJ,broad,powers,to,make,across-the-board,ADJ_N,N_V,V_ADJ,
157805,7357,N,TO,V,ADJ,N,powers,to,make,across-the-board,tariff,N_TO,TO_ADJ,ADJ_N,
157806,7357,TO,V,ADJ,N,N,to,make,across-the-board,tariff,concessions,TO_V,V_N,N_N,
157807,7357,V,ADJ,N,N,WH,make,across-the-board,tariff,concessions,which,V_ADJ,ADJ_N,N_WH,
157808,7357,ADJ,N,N,WH,MOD,across-the-board,tariff,concessions,which,could,ADJ_N,N_WH,WH_MOD,
157809,7357,N,N,WH,MOD,ADV,tariff,concessions,which,could,practically,N_N,N_MOD,MOD_ADV,
157810,7357,N,WH,MOD,ADV,V,concessions,which,could,practically,bring,N_WH,WH_ADV,ADV_V,
157811,7357,WH,MOD,ADV,V,PRO,which,could,practically,bring,us,WH_MOD,MOD_V,V_PRO,
157812,7357,MOD,ADV,V,PRO,P,could,practically,bring,us,into,MOD_ADV,ADV_PRO,PRO_P,
157813,7357,ADV,V,PRO,P,DET,practically,bring,us,into,the,ADV_V,V_P,P_DET,
157814,7357,V,PRO,P,DET,ADJ,bring,us,into,the,Atlantic,V_PRO,PRO_DET,DET_ADJ,
157815,7357,PRO,P,DET,ADJ,N,us,into,the,Atlantic,Community,PRO_P,P_ADJ,ADJ_N,
157816,7357,P,DET,ADJ,N,",",into,the,Atlantic,Community,",",P_DET,DET_N,"N_,",
157817,7357,DET,ADJ,N,",",PRO,the,Atlantic,Community,",",we,DET_ADJ,"ADJ_,",",_PRO",
157818,7357,ADJ,N,",",PRO,MOD,Atlantic,Community,",",we,should,ADJ_N,N_PRO,PRO_MOD,
157819,7357,N,",",PRO,MOD,V,Community,",",we,should,face,"N_,",",_MOD",MOD_V,
157820,7357,",",PRO,MOD,V,DET,",",we,should,face,the,",_PRO",PRO_V,V_DET,
157821,7357,PRO,MOD,V,DET,N,we,should,face,the,alternatives,PRO_MOD,MOD_DET,DET_N,
157822,7357,MOD,V,DET,N,P,should,face,the,alternatives,on,MOD_V,V_N,N_P,
157823,7357,V,DET,N,P,DET,face,the,alternatives,on,this,V_DET,DET_P,P_DET,
157824,7357,DET,N,P,DET,N,the,alternatives,on,this,proposition,DET_N,N_DET,DET_N,
157825,7357,N,P,DET,N,.,alternatives,on,this,proposition,.,N_P,P_N,N_.,
157826,7357,P,DET,N,.,end,on,this,proposition,.,,P_DET,DET_.,._end,
157827,7357,DET,N,.,end,end,this,proposition,.,,,DET_N,N_end,end_end,
159469,7424,start,start,PRO,MOD,V,,,He,may,appeal,start_start,start_MOD,MOD_V,
159470,7424,start,PRO,MOD,V,P,,He,may,appeal,to,start_PRO,PRO_V,V_P,
159471,7424,PRO,MOD,V,P,N,He,may,appeal,to,President,PRO_MOD,MOD_P,P_N,
159472,7424,MOD,V,P,N,NP,may,appeal,to,President,Sukarno,MOD_V,V_N,N_NP,
159473,7424,V,P,N,NP,P,appeal,to,President,Sukarno,for,V_P,P_NP,NP_P,
159474,7424,P,N,NP,P,N,to,President,Sukarno,for,clemency,P_N,N_P,P_N,
159475,7424,N,NP,P,N,'',President,Sukarno,for,clemency,'',N_NP,NP_N,N_'',
159476,7424,NP,P,N,'',.,Sukarno,for,clemency,'',.,NP_P,P_'',''_.,
159477,7424,P,N,'',.,end,for,clemency,'',.,,P_N,N_.,._end,
159478,7424,N,'',.,end,end,clemency,'',.,,,N_'',''_end,end_end,
160136,7469,start,start,PRO,MOD,V,,,I,would,hope,start_start,start_MOD,MOD_V,
160137,7469,start,PRO,MOD,V,CNJ,,I,would,hope,that,start_PRO,PRO_V,V_CNJ,
160138,7469,PRO,MOD,V,CNJ,NP,I,would,hope,that,Sargent,PRO_MOD,MOD_CNJ,CNJ_NP,
160139,7469,MOD,V,CNJ,NP,NP,would,hope,that,Sargent,Shriver,MOD_V,V_NP,NP_NP,
160140,7469,V,CNJ,NP,NP,MOD,hope,that,Sargent,Shriver,will,V_CNJ,CNJ_NP,NP_MOD,
160141,7469,CNJ,NP,NP,MOD,V,that,Sargent,Shriver,will,encourage,CNJ_NP,NP_MOD,MOD_V,
160142,7469,NP,NP,MOD,V,PRO,Sargent,Shriver,will,encourage,everyone,NP_NP,NP_V,V_PRO,
160143,7469,NP,MOD,V,PRO,VG,Shriver,will,encourage,everyone,entering,NP_MOD,MOD_PRO,PRO_VG,
160144,7469,MOD,V,PRO,VG,DET,will,encourage,everyone,entering,the,MOD_V,V_VG,VG_DET,
160145,7469,V,PRO,VG,DET,N,encourage,everyone,entering,the,Peace,V_PRO,PRO_DET,DET_N,
160146,7469,PRO,VG,DET,N,N,everyone,entering,the,Peace,Corps,PRO_VG,VG_N,N_N,
160147,7469,VG,DET,N,N,TO,entering,the,Peace,Corps,to,VG_DET,DET_N,N_TO,
160148,7469,DET,N,N,TO,V,the,Peace,Corps,to,read,DET_N,N_TO,TO_V,
160149,7469,N,N,TO,V,PRO,Peace,Corps,to,read,it,N_N,N_V,V_PRO,
160150,7469,N,TO,V,PRO,.,Corps,to,read,it,.,N_TO,TO_PRO,PRO_.,
160151,7469,TO,V,PRO,.,end,to,read,it,.,,TO_V,V_.,._end,
160152,7469,V,PRO,.,end,end,read,it,.,,,V_PRO,PRO_end,end_end,
164199,7664,start,start,CNJ,DET,N,,,And,the,subtleties,start_start,start_DET,DET_N,
164200,7664,start,CNJ,DET,N,P,,And,the,subtleties,of,start_CNJ,CNJ_N,N_P,
164201,7664,CNJ,DET,N,P,DET,And,the,subtleties,of,the,CNJ_DET,DET_P,P_DET,
164202,7664,DET,N,P,DET,N,the,subtleties,of,the,dialogue,DET_N,N_DET,DET_N,
164203,7664,N,P,DET,N,V,subtleties,of,the,dialogue,are,N_P,P_N,N_V,
164204,7664,P,DET,N,V,DET,of,the,dialogue,are,most,P_DET,DET_V,V_DET,
164205,7664,DET,N,V,DET,ADV,the,dialogue,are,most,helpfully,DET_N,N_DET,DET_ADV,
164206,7664,N,V,DET,ADV,VN,dialogue,are,most,helpfully,conveyed,N_V,V_ADV,ADV_VN,
164207,7664,V,DET,ADV,VN,.,are,most,helpfully,conveyed,.,V_DET,DET_VN,VN_.,
164208,7664,DET,ADV,VN,.,end,most,helpfully,conveyed,.,,DET_ADV,ADV_.,._end,
164209,7664,ADV,VN,.,end,end,helpfully,conveyed,.,,,ADV_VN,VN_end,end_end,
164258,7667,start,start,CNJ,PRO,N,,,Though,his,character,start_start,start_PRO,PRO_N,
164259,7667,start,CNJ,PRO,N,V,,Though,his,character,is,start_CNJ,CNJ_N,N_V,
164260,7667,CNJ,PRO,N,V,ADJ,Though,his,character,is,broader,CNJ_PRO,PRO_V,V_ADJ,
164261,7667,PRO,N,V,ADJ,CNJ,his,character,is,broader,and,PRO_N,N_ADJ,ADJ_CNJ,
164262,7667,N,V,ADJ,CNJ,DET,character,is,broader,and,more,N_V,V_CNJ,CNJ_DET,
164263,7667,V,ADJ,CNJ,DET,ADV,is,broader,and,more,comically,V_ADJ,ADJ_DET,DET_ADV,
164264,7667,ADJ,CNJ,DET,ADV,VN,broader,and,more,comically,rounded,ADJ_CNJ,CNJ_ADV,ADV_VN,
164265,7667,CNJ,DET,ADV,VN,CNJ,and,more,comically,rounded,than,CNJ_DET,DET_VN,VN_CNJ,
164266,7667,DET,ADV,VN,CNJ,DET,more,comically,rounded,than,the,DET_ADV,ADV_CNJ,CNJ_DET,
164267,7667,ADV,VN,CNJ,DET,N,comically,rounded,than,the,don,ADV_VN,VN_DET,DET_N,
164268,7667,VN,CNJ,DET,N,",",rounded,than,the,don,",",VN_CNJ,CNJ_N,"N_,",
164269,7667,CNJ,DET,N,",",PRO,than,the,don,",",he,CNJ_DET,"DET_,",",_PRO",
164270,7667,DET,N,",",PRO,VBZ,the,don,",",he,gives,DET_N,N_PRO,PRO_VBZ,
164271,7667,N,",",PRO,VBZ,PRO,don,",",he,gives,it,"N_,",",_VBZ",VBZ_PRO,
164272,7667,",",PRO,VBZ,PRO,DET,",",he,gives,it,a,",_PRO",PRO_PRO,PRO_DET,
164273,7667,PRO,VBZ,PRO,DET,N,he,gives,it,a,firmness,PRO_VBZ,VBZ_DET,DET_N,
164274,7667,VBZ,PRO,DET,N,CNJ,gives,it,a,firmness,and,VBZ_PRO,PRO_N,N_CNJ,
164275,7667,PRO,DET,N,CNJ,N,it,a,firmness,and,toughness,PRO_DET,DET_CNJ,CNJ_N,
164276,7667,DET,N,CNJ,N,--,a,firmness,and,toughness,--,DET_N,N_N,N_--,
164277,7667,N,CNJ,N,--,DET,firmness,and,toughness,--,a,N_CNJ,CNJ_--,--_DET,
164278,7667,CNJ,N,--,DET,N,and,toughness,--,a,sort,CNJ_N,N_DET,DET_N,
164279,7667,N,--,DET,N,P,toughness,--,a,sort,of,N_--,--_N,N_P,
164280,7667,--,DET,N,P,N,--,a,sort,of,peasant,--_DET,DET_P,P_N,
164281,7667,DET,N,P,N,N,a,sort,of,peasant,dignity,DET_N,N_N,N_N,
164282,7667,N,P,N,N,--,sort,of,peasant,dignity,--,N_P,P_N,N_--,
164283,7667,P,N,N,--,ADV,of,peasant,dignity,--,too,P_N,N_--,--_ADV,
164284,7667,N,N,--,ADV,.,peasant,dignity,--,too,.,N_N,N_ADV,ADV_.,
164285,7667,N,--,ADV,.,end,dignity,--,too,.,,N_--,--_.,._end,
164286,7667,--,ADV,.,end,end,--,too,.,,,--_ADV,ADV_end,end_end,
167440,7801,start,start,NP,NP,V,,,Miss,Xydis,was,start_start,start_NP,NP_V,
167441,7801,start,NP,NP,V,ADJ,,Miss,Xydis,was,best,start_NP,NP_V,V_ADJ,
167442,7801,NP,NP,V,ADJ,WH,Miss,Xydis,was,best,when,NP_NP,NP_ADJ,ADJ_WH,
167443,7801,NP,V,ADJ,WH,PRO,Xydis,was,best,when,she,NP_V,V_WH,WH_PRO,
167444,7801,V,ADJ,WH,PRO,V,was,best,when,she,did,V_ADJ,ADJ_PRO,PRO_V,
167445,7801,ADJ,WH,PRO,V,*,best,when,she,did,not,ADJ_WH,WH_V,V_*,
167446,7801,WH,PRO,V,*,V,when,she,did,not,need,WH_PRO,PRO_*,*_V,
167447,7801,PRO,V,*,V,TO,she,did,not,need,to,PRO_V,V_V,V_TO,
167448,7801,V,*,V,TO,V,did,not,need,to,be,V_*,*_TO,TO_V,
167449,7801,*,V,TO,V,DET,not,need,to,be,too,*_V,V_V,V_DET,
167450,7801,V,TO,V,DET,VG,need,to,be,too,probing,V_TO,TO_DET,DET_VG,
167451,7801,TO,V,DET,VG,.,to,be,too,probing,.,TO_V,V_VG,VG_.,
167452,7801,V,DET,VG,.,end,be,too,probing,.,,V_DET,DET_.,._end,
167453,7801,DET,VG,.,end,end,too,probing,.,,,DET_VG,VG_end,end_end,
168152,7841,start,start,``,PRO,ADV,,,``,It,only,start_start,start_PRO,PRO_ADV,
168153,7841,start,``,PRO,ADV,V,,``,It,only,does,start_``,``_ADV,ADV_V,
168154,7841,``,PRO,ADV,V,N,``,It,only,does,harm,``_PRO,PRO_V,V_N,
168155,7841,PRO,ADV,V,N,TO,It,only,does,harm,to,PRO_ADV,ADV_N,N_TO,
168156,7841,ADV,V,N,TO,V,only,does,harm,to,talk,ADV_V,V_TO,TO_V,
168157,7841,V,N,TO,V,P,does,harm,to,talk,to,V_N,N_V,V_P,
168158,7841,N,TO,V,P,N,harm,to,talk,to,troops,N_TO,TO_P,P_N,
168159,7841,TO,V,P,N,P,to,talk,to,troops,about,TO_V,V_N,N_P,
168160,7841,V,P,N,P,ADJ,talk,to,troops,about,new,V_P,P_P,P_ADJ,
168161,7841,P,N,P,ADJ,CNJ,to,troops,about,new,and,P_N,N_ADJ,ADJ_CNJ,
168162,7841,N,P,ADJ,CNJ,ADJ,troops,about,new,and,desirable,N_P,P_CNJ,CNJ_ADJ,
168163,7841,P,ADJ,CNJ,ADJ,N,about,new,and,desirable,equipment,P_ADJ,ADJ_ADJ,ADJ_N,
168164,7841,ADJ,CNJ,ADJ,N,WH,new,and,desirable,equipment,which,ADJ_CNJ,CNJ_N,N_WH,
168165,7841,CNJ,ADJ,N,WH,N,and,desirable,equipment,which,others,CNJ_ADJ,ADJ_WH,WH_N,
168166,7841,ADJ,N,WH,N,MOD,desirable,equipment,which,others,may,ADJ_N,N_N,N_MOD,
168167,7841,N,WH,N,MOD,V,equipment,which,others,may,have,N_WH,WH_MOD,MOD_V,
168168,7841,WH,N,MOD,V,CNJ,which,others,may,have,but,WH_N,N_V,V_CNJ,
168169,7841,N,MOD,V,CNJ,WH,others,may,have,but,which,N_MOD,MOD_CNJ,CNJ_WH,
168170,7841,MOD,V,CNJ,WH,PRO,may,have,but,which,you,MOD_V,V_WH,WH_PRO,
168171,7841,V,CNJ,WH,PRO,MOD,have,but,which,you,cannot,V_CNJ,CNJ_PRO,PRO_MOD,
168172,7841,CNJ,WH,PRO,MOD,V,but,which,you,cannot,give,CNJ_WH,WH_MOD,MOD_V,
168173,7841,WH,PRO,MOD,V,PRO,which,you,cannot,give,them,WH_PRO,PRO_V,V_PRO,
168174,7841,PRO,MOD,V,PRO,.,you,cannot,give,them,.,PRO_MOD,MOD_PRO,PRO_.,
168175,7841,MOD,V,PRO,.,end,cannot,give,them,.,,MOD_V,V_.,._end,
168176,7841,V,PRO,.,end,end,give,them,.,,,V_PRO,PRO_end,end_end,
172230,8012,start,start,ADV,ADV,',,,Here,again,',start_start,start_ADV,ADV_',
172231,8012,start,ADV,ADV,',NP,,Here,again,',God,start_ADV,ADV_','_NP,
172232,8012,ADV,ADV,',NP,MOD,Here,again,',God,will,ADV_ADV,ADV_NP,NP_MOD,
172233,8012,ADV,',NP,MOD,V,again,',God,will,know,ADV_','_MOD,MOD_V,
172234,8012,',NP,MOD,V,PRO,',God,will,know,his,'_NP,NP_V,V_PRO,
172235,8012,NP,MOD,V,PRO,ADJ,God,will,know,his,own,NP_MOD,MOD_PRO,PRO_ADJ,
172236,8012,MOD,V,PRO,ADJ,',will,know,his,own,',MOD_V,V_ADJ,ADJ_',
172237,8012,V,PRO,ADJ,','',know,his,own,','',V_PRO,PRO_','_'',
172238,8012,PRO,ADJ,','',.,his,own,','',.,PRO_ADJ,ADJ_'',''_.,
172239,8012,ADJ,','',.,end,own,','',.,,ADJ_','_.,._end,
172240,8012,','',.,end,end,','',.,,,'_'',''_end,end_end,
173498,8076,start,start,CNJ,NP,VD,,,And,Khrushchev,turned,start_start,start_NP,NP_VD,
173499,8076,start,CNJ,NP,VD,ADV,,And,Khrushchev,turned,out,start_CNJ,CNJ_VD,VD_ADV,
173500,8076,CNJ,NP,VD,ADV,TO,And,Khrushchev,turned,out,to,CNJ_NP,NP_ADV,ADV_TO,
173501,8076,NP,VD,ADV,TO,V,Khrushchev,turned,out,to,be,NP_VD,VD_TO,TO_V,
173502,8076,VD,ADV,TO,V,ADJ,turned,out,to,be,prime,VD_ADV,ADV_V,V_ADJ,
173503,8076,ADV,TO,V,ADJ,N,out,to,be,prime,copy,ADV_TO,TO_ADJ,ADJ_N,
173504,8076,TO,V,ADJ,N,P,to,be,prime,copy,for,TO_V,V_N,N_P,
173505,8076,V,ADJ,N,P,DET,be,prime,copy,for,the,V_ADJ,ADJ_P,P_DET,
173506,8076,ADJ,N,P,DET,DET,prime,copy,for,the,most,ADJ_N,N_DET,DET_DET,
173507,8076,N,P,DET,DET,ADJ,copy,for,the,most,witty,N_P,P_DET,DET_ADJ,
173508,8076,P,DET,DET,ADJ,N,for,the,most,witty,caricaturist,P_DET,DET_ADJ,ADJ_N,
173509,8076,DET,DET,ADJ,N,P,the,most,witty,caricaturist,of,DET_DET,DET_N,N_P,
173510,8076,DET,ADJ,N,P,PRO,most,witty,caricaturist,of,them,DET_ADJ,ADJ_P,P_PRO,
173511,8076,ADJ,N,P,PRO,DET,witty,caricaturist,of,them,all,ADJ_N,N_PRO,PRO_DET,
173512,8076,N,P,PRO,DET,.,caricaturist,of,them,all,.,N_P,P_DET,DET_.,
173513,8076,P,PRO,DET,.,end,of,them,all,.,,P_PRO,PRO_.,._end,
173514,8076,PRO,DET,.,end,end,them,all,.,,,PRO_DET,DET_end,end_end,
175378,8142,start,start,ADV,CNJ,ADV,,,By,and,large,start_start,start_CNJ,CNJ_ADV,
175379,8142,start,ADV,CNJ,ADV,",",,By,and,large,",",start_ADV,ADV_ADV,"ADV_,",
175380,8142,ADV,CNJ,ADV,",",NP,By,and,large,",",Robert,ADV_CNJ,"CNJ_,",",_NP",
175381,8142,CNJ,ADV,",",NP,NP,and,large,",",Robert,McEnroe's,CNJ_ADV,ADV_NP,NP_NP,
175382,8142,ADV,",",NP,NP,N,large,",",Robert,McEnroe's,adaptation,"ADV_,",",_NP",NP_N,
175383,8142,",",NP,NP,N,P,",",Robert,McEnroe's,adaptation,of,",_NP",NP_N,N_P,
175384,8142,NP,NP,N,P,NP,Robert,McEnroe's,adaptation,of,Maurice,NP_NP,NP_P,P_NP,
175385,8142,NP,N,P,NP,NP,McEnroe's,adaptation,of,Maurice,Walsh's,NP_N,N_NP,NP_NP,
175386,8142,N,P,NP,NP,N,adaptation,of,Maurice,Walsh's,film,N_P,P_NP,NP_N,
175387,8142,P,NP,NP,N,",",of,Maurice,Walsh's,film,",",P_NP,NP_N,"N_,",
